elapsed_wall,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw
0.8440626209999209,1779099286.5254712,map,5.449122336086884e-06,6.362939863230895e-06,0.0,0.0,0.0,5.37395631348961e-05,0.9999999985560297,0.00010747912632152443
0.8616745470001206,1779099286.5504777,map,-0.009349003367514989,0.004020419822154697,0.0,0.0,0.0,-0.0011321593896020472,0.9999993591073529,-0.0022643192629326373
0.9000201379999453,1779099286.575542,map,-0.012994521081869236,0.0016666475707385305,0.0,0.0,0.0,-0.0004981341931117135,0.9999998759311551,-0.0009962684274253848
0.945061060999933,1779099286.6255713,map,-0.017496778243130704,0.011092250354453019,0.0,0.0,0.0,-0.0014486334940158477,0.9999989507299495,-0.0028972680013706134
0.9612740889999714,1779099286.650551,map,-0.017485494964118966,0.012943221864231219,0.0,0.0,0.0,-0.001536860542547485,0.9999988190291391,-0.003073722295087221
0.9991285109999808,1779099286.6755617,map,-0.021303488172456884,0.005022345930916011,0.0,0.0,0.0,-0.0009277315248448077,0.9999995696570163,-0.0018554633158514961
1.016639312000052,1779099286.7004678,map,-0.015800238003818107,0.00021038965181677163,0.0,0.0,0.0,-0.0013854447206223587,0.9999990402710025,-0.0027708903276793726
1.0450468710000678,1779099286.725593,map,-0.008350561181053264,-0.004988027523122813,0.0,0.0,0.0,-0.001799002536273194,0.999998381793628,-0.0035980070133192227
1.0627257010000903,1779099286.750492,map,-0.011205486715098564,0.004734825002532467,0.0,0.0,0.0,-0.0008999423940904901,0.9999995950517617,-0.001799885031134411
1.0993520740000804,1779099286.7756147,map,-0.01119883195443152,0.005249536100031562,0.0,0.0,0.0,-0.0008726968116159237,0.9999996192000651,-0.0017453938447804741
1.1168721090000417,1779099286.8005855,map,-0.010231095374066336,0.013334247161104063,0.0,0.0,0.0,-0.0018834805915087219,0.9999982262488577,-0.003766963410236258
1.144634885999949,1779099286.8256083,map,-0.010272702840848106,-0.00024559882521802724,0.0,0.0,0.0,-0.0011917431667148946,0.9999992898738602,-0.0023834868976219327
1.1630634460000238,1779099286.8506289,map,-0.009122330161030106,0.0013547314500721465,0.0,0.0,0.0,-0.0018999203092794983,0.9999981951497805,-0.003799842904608372
1.1995426390001285,1779099286.8755677,map,-0.00911771544062399,0.0009446669678409366,0.0,0.0,0.0,-0.0019185031190945877,0.9999981596711977,-0.003837008591975273
1.217238436000116,1779099286.9005027,map,-0.015505988361113767,-0.011218684981946031,0.0,0.0,0.0,-0.0005705750366324467,0.9999998372220505,-0.0011411501351829203
1.2450374140000804,1779099286.9255948,map,-0.010721087231870936,0.013615414827850513,0.0,0.0,0.0,-0.0015502433034924172,0.999998798372128,-0.0031004878488624724
1.2632095720000507,1779099286.950583,map,-0.010468958618272402,0.004662993689860884,0.0,0.0,0.0,-0.0013658539006887133,0.999999067221126,-0.0027317086507375197
1.2998848219999672,1779099286.9755917,map,-0.010460886201044088,0.005067244601702954,0.0,0.0,0.0,-0.0013837387704821124,0.9999990426330493,-0.002767478424128408
1.3173610169999392,1779099287.0004828,map,-0.01482521932932039,0.006241093000272559,0.0,0.0,0.0,-0.0009311537742158904,0.9999995664762305,-0.0018623078175500239
1.3449822160000622,1779099287.0256135,map,-0.015588060202154197,-0.016828089963427748,0.0,0.0,0.0,-0.0001390314326819267,0.9999999903351303,-0.00027806286625966717
1.3638318129999334,1779099287.0504816,map,-0.013814673934186634,0.0028309941001368327,0.0,0.0,0.0,-0.0007641819041734936,0.9999997080129661,-0.0015283639571011432
1.3903416299999662,1779099287.0756104,map,-0.013807711769349622,0.003140606147547833,0.0,0.0,0.0,-0.000777852722059667,0.9999996974725257,-0.001555705601000566
1.417884537999953,1779099287.1004858,map,-0.013894589286491755,0.0017742860717376938,0.0,0.0,0.0,-0.0008505717797676552,0.9999996382637583,-0.0017011437646570994
1.445433869999988,1779099287.1256075,map,-0.009420759931477118,0.0031908444982122874,0.0,0.0,0.0,-0.0006881999279580114,0.9999997631904016,-0.0013763999645642659
1.4640206530000341,1779099287.1504776,map,-0.012328887852549736,0.008462876572972247,0.0,0.0,0.0,-0.0014078097976351943,0.9999990090352959,-0.0028156205253306375
1.4904528950000895,1779099287.1754794,map,-0.012319728924014353,0.009524123281473238,0.0,0.0,0.0,-0.0014156024690598742,0.9999989980343228,-0.0028312058837101856
1.518291925000085,1779099287.2005627,map,-0.011207141744617195,-0.003254296467014952,0.0,0.0,0.0,-0.0010739512685383592,0.9999994233141701,-0.0021479029499651327
1.5457429909999973,1779099287.2256336,map,-0.012093679202004024,-0.003680221328964669,0.0,0.0,0.0,-0.000924385707160992,0.9999995727554409,-0.0018487716776145382
1.5642474809999385,1779099287.2505898,map,-0.014443022462729114,0.007792494893557273,0.0,0.0,0.0,-0.0011921540287938802,0.9999992893841334,-0.0023843086223636336
1.5907305270000052,1779099287.2755878,map,-0.014433910132680274,0.008754032460498946,0.0,0.0,0.0,-0.001196189682185694,0.9999992845648662,-0.002392379934902302
1.6185060330001306,1779099287.3005238,map,-0.013749024275887967,0.0031339301477019167,0.0,0.0,0.0,-0.0006929307827657489,0.9999997599234364,-0.0013858616764358025
