elapsed_wall,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw
0.8443605319998824,1779099286.5254762,map,5.4509737311416295e-06,6.361353890418116e-06,0.0,0.0,0.0,-9.17612462268495e-05,0.9999999957899369,-0.0001835224927112461
0.8966752530000122,1779099286.5755827,map,-0.009853184911160174,0.0081892833752556,0.0,0.0,0.0,-0.0013758767046540968,0.9999990534811989,-0.0027517542775039685
0.9418454729998302,1779099286.6254864,map,-0.01592151134344432,0.00926505919925574,0.0,0.0,0.0,-0.001726928676318595,0.9999985088575617,-0.0034538590693693055
0.9623885720000089,1779099286.6505463,map,-0.015910970186321035,0.010602874296191694,0.0,0.0,0.0,-0.0017025855105485303,0.9999985506002392,-0.0034051726662493688
0.9906663990000197,1779099286.6755538,map,-0.019621724950593514,0.003848194869422572,0.0,0.0,0.0,-0.0010262955026850203,0.9999994733586319,-0.0020525913656965615
1.0188349420000122,1779099286.7004783,map,-0.01424315921620684,0.003510885416544444,0.0,0.0,0.0,-0.001544997384322398,0.9999988064908291,-0.003089995997957748
1.046899774999929,1779099286.7254784,map,-0.009764056398542373,-0.0023611260076876273,0.0,0.0,0.0,-0.0016850883291720717,0.9999985802376536,-0.003370178253295023
1.066771726999832,1779099286.7504976,map,-0.008732399932561877,0.01449680795193746,0.0,0.0,0.0,-0.0024429138010656653,0.9999970160816284,-0.004885832461774045
1.097428189999846,1779099286.7755625,map,-0.008715529117178327,0.01677734639624072,0.0,0.0,0.0,-0.0024508194976725997,0.9999969967373852,-0.00490164390232081
1.1151456169998255,1779099286.8004775,map,-0.010336643457106161,-0.0011009026711165477,0.0,0.0,0.0,-0.0014937267097047022,0.9999988843896361,-0.002987454530354566
1.143835269999954,1779099286.8255458,map,-0.00964067209592428,-0.0012068376546612836,0.0,0.0,0.0,-0.0013312027137080582,0.999999113949275,-0.002662406213758482
1.168689405999885,1779099286.8504946,map,-0.01499289907799559,0.0030743161185540035,0.0,0.0,0.0,-0.0012151280472659193,0.9999992617316419,-0.0024302566925924075
1.1993035939999572,1779099286.8755567,map,-0.014986692467028202,0.003088194783290271,0.0,0.0,0.0,-0.0012244194157544446,0.9999992503982662,-0.0024488394433936837
1.2171276709998438,1779099286.9004931,map,-0.0130895683799922,-0.009701976774357149,0.0,0.0,0.0,-0.0009805340611236885,0.999999519276362,-0.001961068436491372
1.2447531010000148,1779099286.925501,map,-0.010103192380440258,-0.0020229900399915146,0.0,0.0,0.0,-0.000876534805418845,0.9999996158432937,-0.0017530698353222071
1.2696169839998674,1779099286.9505055,map,-0.012335980439036888,0.014193894148087876,0.0,0.0,0.0,-0.0016298685434191478,0.9999986717633835,-0.0032597385300731155
1.2900081450000016,1779099286.9755073,map,-0.012321803303925837,0.016405415016871896,0.0,0.0,0.0,-0.0016388109748239025,0.9999986571483929,-0.003277623416768561
1.3182080970000243,1779099287.0004878,map,-0.01203227458592606,0.012857306943373767,0.0,0.0,0.0,-0.0014693491476770965,0.9999989205059585,-0.002938699352790416
1.346100690999947,1779099287.0255537,map,-0.014289009917310727,-0.020647640403524216,0.0,0.0,0.0,-0.001004539872196778,0.9999994954496954,-0.002009080082287557
1.3607524229998944,1779099287.0504618,map,-0.013526973666512012,-0.0006864112414715672,0.0,0.0,0.0,-0.000989995741336903,0.999999509954096,-0.0019799918061027748
1.3955586160000166,1779099287.0756097,map,-0.009538077814595612,0.004389136003817139,0.0,0.0,0.0,-0.001159997912069702,0.9999993272021958,-0.0023199963444355764
1.4130647780000345,1779099287.1004994,map,-0.011433304423263575,0.0030026376385904716,0.0,0.0,0.0,-0.001508108459557541,0.9999988628037906,-0.003016218062459085
1.4410272420000183,1779099287.1255016,map,-0.012020686662334306,0.013555377134635721,0.0,0.0,0.0,-0.001903205397094817,0.9999981889029682,-0.0038064130921177286
1.4612715559999288,1779099287.1505184,map,-0.012004498954370774,0.016187117494541395,0.0,0.0,0.0,-0.0018440992132871302,0.9999982996476002,-0.0036882005169880314
1.499378269999852,1779099287.175582,map,-0.010470615753877836,-0.005181122551729029,0.0,0.0,0.0,-0.0010326806468543962,0.9999994667851987,-0.002065361660802608
1.5173749919999864,1779099287.2005053,map,-0.01366679751902571,-0.005556059890892732,0.0,0.0,0.0,-0.001227511160904008,0.9999992466078912,-0.002455022938339683
1.5456005579999328,1779099287.2255504,map,-0.013818202901958572,0.0074146136873786935,0.0,0.0,0.0,-0.001256395486278873,0.9999992107348796,-0.002512791633644045
1.5633818869998777,1779099287.2505248,map,-0.012500578216051458,0.008563236279814026,0.0,0.0,0.0,-0.0017466279241809268,0.9999984746442839,-0.003493257624515529
1.593795954999905,1779099287.2755854,map,-0.012489734145690387,0.009715477081852452,0.0,0.0,0.0,-0.0017486447098203626,0.9999984711196707,-0.0034972912019541483
1.6114916399999402,1779099287.3005328,map,-0.009606113654081446,0.004848681967959821,0.0,0.0,0.0,-0.0013727249313756462,0.9999990578126875,-0.002745450724994293
