elapsed_time,service,ok,mapping_2d_local_trajectory_builder_latency,mapping_2d_local_trajectory_builder_real_time_ratio,mapping_2d_local_trajectory_builder_cpu_real_time_ratio,mapping_global_trajectory_builder_local_slam_results[type=MatchingResult],mapping_global_trajectory_builder_local_slam_results[type=InsertionResult],mapping_2d_pose_graph_work_queue_delay,mapping_2d_pose_graph_work_queue_size
2.5159999950119527e-06,/read_metrics,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5000781569999617,/read_metrics,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0001541100000395,/read_metrics,1,0.006982085,2.8847686615101362,3.850873275283219,17.0,1.0,0.0,0.0
1.500228234999895,/read_metrics,1,0.007481604,4.009902154671645,5.527898099687758,36.0,1.0,0.0,1.0
2.0003016279999883,/read_metrics,1,0.038157288,0.5244764774687342,3.4636028004289603,52.0,1.0,0.0,0.0
2.500375931999997,/read_metrics,1,0.008158444,3.6855924977851164,5.469727469551397,71.0,1.0,0.0,0.0
3.0004968069999904,/read_metrics,1,0.007558496,3.968276228498368,5.566895658800695,91.0,1.0,2.42e-06,0.0
3.5006117880000147,/read_metrics,1,0.007265133,4.129504580301559,5.518553338283798,111.0,1.0,2.751e-06,0.0
4.000748931999851,/read_metrics,1,0.028241939,0.7108541662100467,3.1965056713737914,131.0,1.0,0.0,0.0
4.500894849999895,/read_metrics,1,0.007313929,2.7231464784522794,3.6457339920594003,151.0,1.0,2.24e-06,0.0
5.001053167000009,/read_metrics,1,0.018450766,1.080405008659261,3.0372170040150652,171.0,1.0,0.0,0.0
5.501130012999965,/read_metrics,1,0.007541328,2.661878650550672,3.516059258807738,191.0,1.0,0.0,0.0
6.001201421999895,/read_metrics,1,0.017993422,1.1042757736688442,3.1537859732655735,211.0,3.0,3.055e-06,0.0
6.501271361999898,/read_metrics,1,0.028643363,0.6959308514157364,3.1651321956908047,231.0,6.0,9.41e-06,0.0
7.001343058999964,/read_metrics,1,0.047411329,0.6328276518044875,5.155354647992979,251.0,12.0,3.208e-05,0.0
7.501415624999936,/read_metrics,1,0.006291336,4.769956651496598,6.008400316023046,270.0,19.0,2.72e-06,0.0
8.001486914999987,/read_metrics,1,0.016871297,1.1859254211457484,3.5064982406257297,292.0,27.0,0.0,0.0
8.501617861999875,/read_metrics,1,0.058205619,0.5165910184719451,4.708143192314471,311.0,31.0,0.0,0.0
9.001748762000034,/read_metrics,1,0.017265267,1.1625710740528947,3.429443967090882,332.0,33.0,1.902e-06,0.0
9.501880060999838,/read_metrics,1,0.029123613,0.6857974661316918,2.757831165429442,351.0,36.0,3.585e-06,2.0
10.002063366999892,/read_metrics,1,0.029623733,1.0122491989784002,3.9602404359055727,372.0,40.0,0.0,0.0
10.50220226600004,/read_metrics,1,0.029305915,0.6820534352877227,2.8031755167479626,391.0,40.0,0.0,0.0
11.002271175000033,/read_metrics,1,0.039977798,0.7503589867555986,3.912454977232886,410.0,40.0,0.0,0.0
11.502342919000057,/read_metrics,1,0.020038239,0.9955465647455349,2.704413403663437,430.0,42.0,0.0,0.0
12.00240910599996,/read_metrics,1,0.02027278,0.9842656014616643,2.6872248475845604,450.0,44.0,0.0,0.0
12.502476716000047,/read_metrics,1,0.018431526,1.078364319915779,3.0176042476227543,472.0,48.0,0.0,0.0
13.002548008999838,/read_metrics,1,0.019523599,1.0191205012969176,2.6796226180300424,490.0,56.0,8.372e-06,0.0
13.50261728999999,/read_metrics,1,0.018868329,1.0603747687460825,2.854485512068249,510.0,67.0,8.474e-06,0.0
14.00268855299987,/read_metrics,1,0.018445384,1.0852850772854608,2.943631699083689,530.0,87.0,7.222e-06,0.0
14.502837450000015,/read_metrics,1,0.01841929,1.6317241326891536,4.728612786379683,550.0,96.0,0.0,0.0
15.002991591999944,/read_metrics,1,0.016907016,1.7763099058994205,5.164208809287042,571.0,98.0,1.2096e-05,0.0
15.50313044099994,/read_metrics,1,0.016989879,1.176647579420666,3.4902412184410934,591.0,100.0,1.5398e-05,0.0
16.003279349999957,/read_metrics,1,0.005308098,3.762119689576191,4.864887119280553,611.0,103.0,0.0,0.0
16.50334851499997,/read_metrics,1,0.026101183,0.7650266273371593,4.21324553531802,631.0,107.0,0.0,0.0
17.003417668999873,/read_metrics,1,0.016702319,1.1936965160346895,3.6874881746068757,651.0,115.0,0.0,0.0
17.503487894000045,/read_metrics,1,0.037202961,0.8046993893846246,5.117163055687251,671.0,127.0,6.107e-06,0.0
18.003555417999905,/read_metrics,1,0.018801423,1.063993932799661,2.934073762373379,690.0,138.0,2.86e-06,0.0
18.503623831999903,/read_metrics,1,0.008392478,2.391939543958292,3.0743588915012827,710.0,149.0,0.0,0.0
19.003771471999926,/read_metrics,1,0.008853798,2.2668350915618363,2.9900102571589,730.0,159.0,1.639e-06,0.0
19.50389393799992,/read_metrics,1,0.009084832,2.2105306955593678,3.005209430727763,750.0,162.0,1.646e-06,2.0
