stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,medium_outlier_streak,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw,longitudinal_residual,lateral_residual,yaw_residual,wheel_forward_velocity,scan_forward_velocity,scan_match_yaw_rate,scan_match_delta_forward,scan_match_delta_lateral,scan_match_delta_translation,scan_match_delta_yaw,prediction_delta_dt,prediction_delta_forward,prediction_delta_lateral,prediction_delta_x,prediction_delta_y,prediction_delta_forward_velocity,prediction_delta_translation,prediction_delta_yaw,adaptive_odometry_weight,wheel_twist_expected_delta,odom_pose_delta_dt,odom_pose_delta_forward,odom_pose_delta_lateral,odom_pose_delta_local_x,odom_pose_delta_local_y,odom_pose_delta_forward_velocity,odom_pose_delta_translation,odom_pose_delta_yaw,odom_latest_age,odom_history_size,front_point_count,front_point_fraction,front_weak,longitudinal_prior_active,longitudinal_replacement_active,longitudinal_motion_loss,straight_longitudinal_mismatch,straight_longitudinal_mismatch_streak,motion_loss_prior_hold_count,longitudinal_blend_weight,longitudinal_prior_weight,ceres_occupied_space_weight_scale,ceres_rotation_weight,longitudinal_prior_target_delta,longitudinal_prior_wheel_delta_scale,trigger_scan_forward_delta,odom_prior_translation,odom_prior_yaw_rate,imu_yaw_rate,imu_delta_dt,imu_delta_yaw,imu_delta_yaw_rate,command_latest_age,command_speed,command_steering_angle,command_expected_delta
639155388372183757,nan,nan,0,0,309,0,0,1,1,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,0,0,0,0,1,nan,nan,nan,nan,nan,nan,-0.0087896315380930901,nan,nan,nan,nan,nan,nan,nan
639155388372383689,0.50867646932601929,53.181342481297371,0.0027110907418409903,0.00033778612912785735,302,0,0,0,0,0,0,0,0.00018015305040875032,0.0027050984989320358,-0.00033778612912785735,0.00018015305040875032,0.0027050984989320358,-0.00033778612912785735,0,0.0090107161639332526,0.016895050773655912,0.00018015305040875032,0.0027050984989320358,0.0027110907418409903,-0.00033778612912785735,0.019993199999999999,0,0,0,0,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,0.018275,1,27,0.089403973509933773,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.00018015305040875032,0,0,-0.0087896315380930901,0.019993199999999999,0,0,0.0087468000000000008,0,0,0
639155388374883820,0.42900669574737549,55.923092540518894,0.030026569773513197,0.0013583528067020009,300,0,0,0,0,0.00019157959941070677,0.036532859860451738,0.00058918229553456898,0.0014721453277330009,0.0065336091401570276,-0.00076917051116743185,0.0012628904796761163,-0.029999999999999995,-0.0013583528067020009,0,0.005162525427072435,0.0017254471147294863,0.0012906989858512033,0.0038289468398713996,0.0040406358131658566,-0.0004313843820395745,0.25001309999999999,8.8091426514447235e-20,0.033827763291384594,1.1426549001956453e-05,0.033827761361519701,3.523472430622525e-19,0.033827763291384601,0.00092696842466242634,1,0,0.25001309999999999,0,0,0,0,0,0,0,0.1084956,3,27,0.089999999999999997,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0012931705184281844,0,0.0046345992703103675,-0.0015648491680622101,0.25001309999999999,0.0011587105308280329,0.0046345992703103675,0.056861799999999997,0,0,0
639155388375183772,0.50401359796524048,51.960212854839099,0.0030089339450262197,0.00013044709411223396,304,0,0,0,0,0.0014724987175447543,0.0069930517954997773,-0.00076917051116743196,0.0029009082230811636,0.0043447825927893959,-0.000638723417055198,0.0014304460533717796,-0.0026471697289603756,0.00013044709411223396,0,0.047689165378853267,0.0043489322995757277,0.0014304460533717796,-0.0021877269377091079,0.0026138716620341122,0.00013044709411223385,0.0299952,1.1397887096490679e-19,0.00045944279125126742,3.533898117534344e-07,0.0004594426553427497,3.7999036834195736e-18,0.00045944279125126748,-1.0842021724855044e-19,1,0,0.0299952,0,0,0,0,0,0,0,0.0183654,4,27,0.088815789473684209,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0014304460533717796,0,0,-0.0015648491680622101,0.0299952,0,0,0.053242699999999997,0,0,0
639155388375383742,0.50641024112701416,53.151734039482257,0.00098229246163390564,0.00018626321718735847,298,0,0,0,0,0.0028999765660948362,0.0028861592908168083,-0.00063872341705519821,0.0031596478812274662,0.0038335078477271401,-0.00082498663424255669,0.00025906616849762077,0.00094751422180501348,-0.00018626321718735847,0,0.012955251712637941,0.0093145580430743953,0.00025906616849762093,-0.00051110937770315113,0.00057301664516499009,-0.00018626321718735869,0.019997000000000001,2.1768746744435519e-19,-0.0014586235995081645,-9.3165698632734217e-07,-0.0014586233019725876,1.0886006273158732e-17,0.0014586235995081647,-2.1684043449710089e-19,1,0,0.019997000000000001,0,0,0,0,0,0,0,0.018164199999999998,5,27,0.090604026845637578,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.00025906616849762093,0,0,-0.0015648491680622101,0.019997000000000001,0,0,0.039345699999999997,0,0,0
639155388375683595,0.49917018413543701,54.30788593992726,0.0021336697804399114,0.00010306038901213258,301,0,0,0,0,0.003159015668474003,0.0030671771172722283,-0.00082498663424255669,0.0010371679582225745,0.0032914738547947992,-0.00072192624523042409,-0.0021220320299731379,0.00022254616539177485,0.00010306038901213258,0,-0.070769077847249756,0.0034370304453226275,-0.0021220320299731379,-0.00054378482584668754,0.0021905985193670309,0.00010306038901213258,0.029985299999999999,4.5528020914918643e-21,-0.00076633099123846237,-6.3221275346326058e-07,-0.0007663307304549118,1.5183446860601243e-19,0.00076633099123846248,0,1,0,0.029985299999999999,0,0,0,0,0,0,0,0.0083570999999999993,7,27,0.089700996677740868,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.0021220320299731379,0,0,-0.0015648491680622101,0.029985299999999999,0,0,0.0022372,0,0,0
639155388375883566,0.51563030481338501,52.161159445838685,0.00092232506852941618,0.0003002848528352318,302,0,0,0,0,0.0010369062581776726,0.0029289714507516134,-0.0007219262452304242,0.00015545298712868518,0.0026574504331584397,-0.0004216413923951924,-0.00088125702322048422,-0.00027215729103289345,0.0003002848528352318,0,-0.044069241200998352,0.015016420022664871,-0.00088125702322048422,-0.00063465978954014885,0.0010860050595805598,0.00030028485283523169,0.0199971,4.0445823231392841e-20,-0.00036250249850725534,-2.6170004490191912e-07,-0.00036250240404318585,2.0225844363129074e-18,0.00036250249850725539,-1.0842021724855044e-19,1,0,0.0199971,0,0,0,0,0,0,0,0.0084892000000000006,8,27,0.089403973509933773,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.00088125702322048422,0,0,-0.0015648491680622101,0.0199971,0,0,-0.0117051,0,0,0
639155388376183498,0.51115947961807251,52.719960305039329,0.0026799739782953484,5.7094004957268204e-05,302,0,0,0,0,0.00015505178904183213,0.0017059355432211762,-0.00042164139239519245,0.0020213554986009494,0.0036292584459148647,-0.00047873539735246066,0.0018654925911393287,0.0019241096425995253,-5.7094004957268204e-05,0,0.062197184399774896,0.0019035649733028905,0.0018654925911393285,0.00097259466808140033,0.0021038067867501747,-5.7094004957268258e-05,0.029993200000000001,5.6645328347631335e-20,-0.00095151497451812471,-4.0119808685304403e-07,-0.00095151488993726351,1.8886056955453681e-18,0.00095151497451812471,-5.4210108624275222e-20,1,0,0.029993200000000001,0,0,0,0,0,0,0,0.018372699999999999,9,27,0.089403973509933773,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0018654925911393285,0,0,-0.0015648491680622101,0.029993200000000001,0,0,-0.0153353,0,0,0
639155388376384545,0.49190652370452881,53.282643103309915,0.0030520849089708852,0.0020683675577669717,299,0,0,0,0,0.0020216676388391704,0.0042812683371843303,0.0012872662296775398,0.004836465684006518,0.0054611557286289103,-0.00078110132808943179,0.0028163145418053678,0.0011762630204097371,-0.0020683675577669717,0,0.13997885413716088,0.015039564417124908,0.0028142328687713785,0.0018332447656317185,0.0033586742935850862,-0.00030236593073697113,0.0201047,7.300365214148001e-20,0.00065200996598575758,3.1214023822091763e-07,0.00065200989126946562,3.6311734142504e-18,0.00065200996598575747,0.0017660016270300005,1,0,0.0201047,0,0,0,0,0,0,0,0.0184824,10,27,0.090301003344481601,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0028162545998924424,0,0.10980029713387915,-0.0082502523437142372,0.0201047,0.0022075020337875002,0.10980029713387915,-0.0287987,0,0,0
639155388376683586,0.50225526094436646,53.047674824887153,0.0060437917144798552,7.0489768281978044e-05,306,0,0,0,0,0.0048385965809318587,0.0081892223895648538,-0.00077512630897344937,0.00027954362028415297,0.0042215461943562859,-0.00070463654069147133,-0.0045559761411644341,-0.0039712088448173788,7.0489768281978044e-05,0,-0.1523520993119454,0.0025570001236606501,-0.0045559524130343466,-0.0012431685736318311,0.0047225173893061835,7.6464787397960451e-05,0.029904099999999999,9.6138239513363088e-20,0.0027280674931591952,2.1308969253407833e-06,0.0027280666609359435,3.2148848991731263e-18,0.0027280674931591952,5.9750191159824197e-06,1,0,0.029904099999999999,0,0,0,0,0,0,0,0.0083385999999999998,12,27,0.088235294117647065,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.0045559570554750736,0,0.00024975752137593529,-0.0037968356627970934,0.029904099999999999,7.468773894978107e-06,0.00024975752137593529,0.0011054000000000001,0,0,0
