stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,medium_outlier_streak,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw,longitudinal_residual,lateral_residual,yaw_residual,wheel_forward_velocity,scan_forward_velocity,scan_match_yaw_rate,scan_match_delta_forward,scan_match_delta_lateral,scan_match_delta_translation,scan_match_delta_yaw,prediction_delta_dt,prediction_delta_forward,prediction_delta_lateral,prediction_delta_x,prediction_delta_y,prediction_delta_forward_velocity,prediction_delta_translation,prediction_delta_yaw,adaptive_odometry_weight,wheel_twist_expected_delta,odom_pose_delta_dt,odom_pose_delta_forward,odom_pose_delta_lateral,odom_pose_delta_local_x,odom_pose_delta_local_y,odom_pose_delta_forward_velocity,odom_pose_delta_translation,odom_pose_delta_yaw,odom_latest_age,odom_history_size,front_point_count,front_point_fraction,front_weak,longitudinal_prior_active,longitudinal_replacement_active,longitudinal_motion_loss,straight_longitudinal_mismatch,straight_longitudinal_mismatch_streak,motion_loss_prior_hold_count,longitudinal_blend_weight,longitudinal_prior_weight,ceres_occupied_space_weight_scale,ceres_rotation_weight,longitudinal_prior_target_delta,longitudinal_prior_wheel_delta_scale,trigger_scan_forward_delta,odom_prior_translation,odom_prior_yaw_rate,imu_yaw_rate,imu_delta_dt,imu_delta_yaw,imu_delta_yaw_rate,command_latest_age,command_speed,command_steering_angle,command_expected_delta
639155367369125499,nan,nan,0,0,256,0,0,1,1,0,0,-1.6188145818887277e-05,0,0,-1.6188145818887277e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106079,2,0,nan,0,0,0,0,0,0,0,0,0,1,nan,nan,nan,nan,nan,nan,-0.0053124856203794479,nan,nan,nan,nan,nan,nan,nan
639155367369425625,0.5069621205329895,54.123433058236017,0.004836182398574345,0.00015673210107766325,260,0,0,0,0,0,0,3.7921320908935728e-05,-0.0043039825479765917,0.0022055372177755763,0.00019465342198659897,-0.0043038989079973791,0.0022057004288931151,0.00015673210107766325,0,-0.14340704407384691,0.0070251017174615413,-0.0043040182509707378,0.0022054675439895036,0.004836182398574345,0.00021084156780548625,0.0300126,0,0,0,0,0,0,5.4109466727823009e-05,1,0,0.0300126,0,0,0,0,0,0,0,0.00082299999999999995,4,45,0.17307692307692307,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.0043038477571512961,0,0.0051511190754952455,0.0038961353711783886,0.0300126,0.0001545984763652086,0.0051511190754952455,-0.055592900000000001,0,0,0
639155367369625704,0.51159554719924927,52.169955315205144,0.001293430035740645,0.00033685538386323861,257,0,0,0,0,-0.0043042688597773665,0.0036764170730436271,0.00019806655161360511,-0.0030221411003350488,0.0035058015232731911,-0.00013878883224963351,0.0012820939410597781,-0.00017086949304616185,-0.00033685538386323861,0,0.064079414843738705,0.016665529827529748,0.0012820945242520397,0.001300014766041485,0.0018258709595814708,-0.00033344225423623242,0.020007899999999999,3.7433562312719736e-19,0.0014708798831338369,-2.8631180077481888e-07,0.0014708798552680508,1.8709390946935829e-17,0.0014708798831338369,3.4131296270061397e-06,1,0,0.020007899999999999,0,0,0,0,0,0,0,0.00081999999999999998,5,43,0.16731517509727625,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0012821008629781041,0,0.0004873974247323916,0.00097517989343032241,0.020007899999999999,9.7517989343032176e-06,0.0004873974247323916,-0.035584999999999999,0,0,0
639155367369925558,0.51660215854644775,52.236208391087636,0.0035662385254189568,4.4861224833108988e-06,256,0,0,0,0,-0.0030218706086543798,0.0054547456461393456,-0.00020836279888657996,0.00037113648460245229,0.0043567656439119839,-0.00020387667640326906,0.0033932357977877661,-0.0010972730019434525,4.4861224833108988e-06,0,0.113160386319344,0.0021706511886996857,0.0033931594479400572,0.00085143506147501312,0.0034983528557099314,-6.5087844153635552e-05,0.029985399999999999,-1.8062977600197955e-19,0.001948944141636767,2.7049168066896681e-07,0.0019489441228661545,-6.0239241764985477e-18,0.0019489441416367667,-6.9573966636946451e-05,1,0,0.029985399999999999,0,0,0,0,0,0,0,0.0107644,6,43,0.16796875,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0033930748058737695,0,0.0066293183289149703,0.0035598634276539087,0.029985399999999999,-0.00019878276181984695,-0.0066293183289149703,-0.039274700000000003,0,0,0
639155367370125600,0.51500022411346436,52.734526292064068,0.0024175745897398733,0.00013878245533434195,258,0,0,0,0,0.00037125232046836238,0.0049249319802909348,-0.00020176702535692966,-0.0010667147323523869,0.0029815026268134475,-6.298457002258769e-05,-0.0014375749035939968,-0.001943719448251889,0.00013878245533434195,0,-0.071863448826797863,0.00704312626251894,-0.0014375708030210297,-0.0013755561328418963,0.0019896644160002164,0.00014089210638068138,0.0200042,-3.4278364584197467e-21,0.00056816634818706658,1.1583586591009179e-07,0.00056816633637895089,-1.713558381949664e-19,0.00056816634818706658,2.109651046339401e-06,1,0,0.0200042,0,0,0,0,0,0,0,0.010719599999999999,7,43,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.0014375749486479797,0,0.00030131544466225257,0.00060275744181126356,0.0200042,6.0275744181126324e-06,0.00030131544466225257,-0.052040700000000002,0,0,0
639155367370427138,0.51100021600723267,53.766062923420719,0.0061721023629900612,0.00068972931666109571,250,0,0,0,0,-0.0010668453101658087,0.00090833116271139694,-1.8385053783095478e-05,-0.0072388919537964133,0.00093455725803054716,0.00067134426287800023,-0.0061720471247556693,2.6112621905229337e-05,0.00068972931666109571,0,-0.20468558799313893,0.024352779182079464,-0.0061720482832275129,-0.0020473341166508657,0.0065027499564179973,0.00073432883290058782,0.030153800000000001,4.6541813473663634e-19,-0.0020731714682142442,-1.3057781342177069e-07,-0.0020731714641020506,1.5434808705258918e-17,0.0020731714682142442,4.4599516239492212e-05,1,0,0.030153800000000001,0,0,0,0,0,0,0,0.00076670000000000004,9,42,0.16800000000000001,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.0061721787137159253,0,0.0042259081527267562,0.0038199727423489094,0.030153800000000001,0.00012742718925569206,0.0042259081527267562,-0.021886900000000001,0,0,0
639155367370625855,0.50941228866577148,52.967159909273974,0.0052072380843755919,0.00082405218921390478,255,0,0,0,0,-0.0072379881704453955,-0.00041167189028084358,0.0006571397070466164,-0.002836298887552254,0.0023704963153162312,-0.00016691248216728832,0.0044035166055647196,0.0027792750802839495,-0.00082405218921390478,0,0.22159936409509606,0.042183444045818357,0.0044035560834885202,0.001432983078319801,0.0046308472964652642,-0.0008382567450452886,0.019871699999999999,4.2997509984996421e-19,-0.001346229451686286,9.0378335101774787e-07,-0.0013462291483113907,2.1637559939510168e-17,0.001346229451686286,-1.4204555831383824e-05,1,0,0.019871699999999999,0,0,0,0,0,0,0,0.00060059999999999996,10,43,0.16862745098039217,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0044035270041702561,0,0.0020423237686018544,-0.0055098086595535278,0.019871699999999999,-4.0584445232525472e-05,-0.0020423237686018544,-0.035318200000000001,0,0,0
639155367370925676,0.51381361484527588,52.294272837114868,0.0021948371915224353,0.00022892715411728523,257,0,0,0,0,-0.0028359370829912746,0.0045381266382342024,-0.00015187544764547762,-0.00080652669866622926,0.0037021817900033146,7.7051706471807641e-05,0.0020295373204172458,-0.00083563662098048162,0.00022892715411728523,0,0.067692052447444001,0.0081369946948044308,0.0020295498856845108,0.0013320242504495615,0.0024276246296056,0.00024396418863909596,0.029982100000000001,1.5834222157735077e-19,0.0021676303531128201,3.6180456097940905e-07,0.0021676303229179713,5.2812251836045763e-18,0.0021676303531128201,1.5037034521810702e-05,1,0,0.029982100000000001,0,0,0,0,0,0,0,0.0102603,11,43,0.16731517509727625,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0020295784990657199,0,0.0014329535214878889,0.0035008445847779512,0.029982100000000001,4.2962955776602034e-05,0.0014329535214878889,-0.038682399999999999,0,0,0
639155367371124740,0.50653576850891113,53.133118409511937,0.0046388295194594482,0.00011176371139167915,254,0,0,0,0,-0.00080659481693358675,0.0045862409541885946,8.3281610078971219e-05,-0.0051059797365993467,0.0028443946282576825,-2.8482101312707921e-05,-0.0042995299685222319,-0.0017414882601922948,-0.00011176371139167915,0,-0.21598677405933783,0.005301501415851965,-0.0042995191191348026,-0.0008574558790061654,0.0043841869531588114,-0.00010553380778451557,0.019906400000000001,-1.6128036711313912e-19,0.00088405916680959443,-6.8118267357482332e-08,0.00088405916418527993,-8.1019354133916288e-18,0.00088405916680959432,6.2299036071635785e-06,1,0,0.019906400000000001,0,0,0,0,0,0,0,0.010352699999999999,12,44,0.17322834645669291,0,0,0,0,0,0,0,0,0,1,30,nan,1,-0.0042995267502037729,0,0.00089417094963910771,0.0017799724591895938,0.019906400000000001,1.7799724591895935e-05,0.00089417094963910771,-0.052988800000000003,0,0,0
639155367371425762,0.51395303010940552,52.269802113176148,0.0024583327871318264,0.00032365147143607518,253,0,0,0,0,-0.0051060166869934098,0.001547074825670929,1.1980887644451764e-05,-0.0028782764239084651,0.0025865811568289241,-0.00031167058379162339,0.0022277527171336168,0.0010394796407775966,-0.00032365147143607518,0,0.074004911762485914,0.0094075676355520679,0.0022277106548567035,-0.00025775002165274725,0.0022425721472059878,-0.00028318848247891546,0.030102199999999999,-8.1092155043268536e-19,-0.0012973198031129658,-3.6950394063060832e-08,-0.0012973198025867535,-2.6938946337234003e-17,0.0012973198031129658,4.0462988957159688e-05,1,0,0.030102199999999999,0,0,0,0,0,0,0,0.00075000000000000002,14,42,0.16600790513833993,0,0,0,0,0,0,0,0,0,1,30,nan,1,0.0022276957520831215,0,0.0038405345748018117,0.0031707691960036755,0.030102199999999999,0.0001156085398775991,0.0038405345748018117,-0.0228866,0,0,0
