wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099298.900513172,1,1779099298.900513172,1779099298.793156624,1779099298.793156624,1779099298.852987289,1,1779099298.793156624,1779099298.791976690,1779099298.811744452,1779099298.811744452,0,0,1779099298.900513172,1779099298.811744452,,1779099298.811744452,1,0,1779099298.900513411,2.650948230,2.769339441,2.795448516,0.000000000
1779099298.975545406,1,1779099298.975545406,1779099298.863153696,1779099298.863153696,1779099298.912987471,1,1779099298.863153696,1779099298.826838017,1779099298.871748447,1779099298.871748447,0,0,1779099298.975545406,1779099298.871748447,,1779099298.871748447,1,0,1779099298.975545406,2.624649265,2.798640711,2.756139710,0.000000000
1779099299.025519133,1,1779099299.025519133,1779099298.893151999,1779099298.893151999,1779099298.962987423,1,1779099298.893151999,1779099298.891774178,1779099298.911632299,1779099298.911632299,0,0,1779099299.025519133,1779099298.911632299,,1779099298.911632299,1,0,1779099299.025519133,2.596873569,2.843386882,2.741289704,0.000000000
1779099299.050550699,1,1779099299.050550699,1779099298.993169308,1779099298.993169308,1779099299.032987595,1,1779099298.993169308,1779099298.991848707,1779099299.011873245,1779099299.011873245,0,0,1779099299.050550699,1779099299.011873245,,1779099299.011873245,1,0,1779099299.050550699,2.589571160,2.835125426,2.681710372,0.000000000
1779099299.100471497,1,1779099299.100471497,1779099299.043151617,1779099299.043151617,1779099299.062987566,1,1779099299.043151617,1779099299.031708956,1779099299.051754236,1779099299.051754236,0,0,1779099299.100471497,1779099299.051754236,,1779099299.051754236,1,0,1779099299.100471497,2.573070364,2.858040659,2.651374349,0.000000000
1779099299.175478458,1,1779099299.175478220,1779099299.063131332,1779099299.063131332,1779099299.112987280,1,1779099299.063131332,1779099299.051754236,1779099299.071909904,1779099299.091740370,0,0,1779099299.175478220,1779099299.091740370,,1779099299.091740370,1,0,1779099299.175478458,2.532359249,2.875592849,2.635087825,0.000000000
1779099299.225474119,1,1779099299.225474119,1779099299.113161802,1779099299.113161802,1779099299.152987480,1,1779099299.113161802,1779099299.111772776,1779099299.131734848,1779099299.131734848,0,0,1779099299.225474119,1779099299.131734848,,1779099299.131734848,1,0,1779099299.225474119,2.526659725,2.904132683,2.603618151,0.000000000
1779099299.250470161,1,1779099299.250470161,1779099299.163143396,1779099299.163143396,1779099299.212987423,1,1779099299.163143396,1779099299.151656628,1779099299.171655655,1779099299.171655655,0,0,1779099299.250470161,1779099299.171655655,,1779099299.171655655,1,0,1779099299.250470161,2.513460398,2.919064507,2.569842196,0.000000000
1779099299.325476646,1,1779099299.325476646,1779099299.193174124,1779099299.193174124,1779099299.262987614,1,1779099299.193174124,1779099299.191828251,1779099299.206733942,1779099299.206733942,0,0,1779099299.325476646,1779099299.206733942,,1779099299.206733942,1,0,1779099299.325476646,2.491167299,2.944305522,2.553007797,0.000000000
1779099299.350490570,1,1779099299.350490570,1779099299.243149042,1779099299.243149042,1779099299.302987576,1,1779099299.243149042,1779099299.232328653,1779099299.251847267,1779099299.251847267,0,0,1779099299.350490570,1779099299.251847267,,1779099299.251847267,1,0,1779099299.350490570,2.465294925,2.984490534,2.518997458,0.000000000
