stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,medium_outlier_streak,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw
639089883260544487,nan,nan,0,0,0,0,0,1,1,0,0,1.3552527156068802e-20,0,0,1.3552527156068802e-20
639089883260844699,nan,329.7469988509697,0.0071643087708518878,0.0018171786920308354,0,0,0,0,0,0,0,1.0455774700907094e-16,-0.0043003761696900639,0.005730103399003119,-0.0018171786920307309
639089883261044458,nan,348.14405478155754,0.003984505075982147,0.0014155558527256327,0,0,0,0,0,-0.0071310970629819316,0.0095019416690142536,-0.0018171786920276568,-0.010920217603299731,0.0082695268721746321,-0.0032327345447532895
639089883261344470,nan,339.34452186328156,0.011013690026155959,0.0022521666499179427,0,0,0,0,0,-0.020762050197292714,0.012044931609412019,-0.00323273454474572,-0.015235227963858719,0.0025183580390108064,-0.00098056789482777731
639089883261544459,nan,344.32086100521155,0.0080012406577291105,0.00030831791189522926,0,0,0,0,0,-0.018086453566549296,-0.0012818367351191255,-0.00098056789482776126,-0.010478464558547455,0.0011957337113103076,-0.0012888858067229905
639089883261844766,nan,356.72649668290768,0.0063802473088454088,0.00028255115774787859,0,0,0,0,0,-0.0034089991505901794,-0.00076994045317750528,-0.001288885806730959,-0.0080804755289084398,0.0035757314360524662,-0.0010063346489830804
639089883262044672,nan,341.09645345293899,0.00087456858659740622,9.4939095377913514e-05,0,0,0,0,0,-0.0065040599953341072,0.005140319654256242,-0.0010063346489830539,-0.0073756669637648304,0.0052122328327841652,-0.00091139555360514042
639089883262344516,nan,359.73558335561677,0.0048016683701776596,0.0018092361143535636,0,0,0,0,0,-0.0063307255832237858,0.0076384916970046032,-0.00091139555362261787,-0.010933258844760201,0.0062700229492373936,-0.0027206316679761816
639089883262544356,nan,339.842044444321,0.0020050322600208303,0.00020721733321197753,0,0,0,0,0,-0.013279786601794463,0.0069677235153516653,-0.0027206316679720425,-0.011493443496649455,0.0060571562886049916,-0.002513414334760065
639089883262844315,nan,341.32491582549346,0.0025316546263427888,2.6693040272573847e-05,0,0,0,0,0,-0.01233091782335205,0.0057389212875400327,-0.0025134143347777626,-0.0098735150576655939,0.0051302778826801754,-0.0024867212945051888
639089883263044754,nan,350.37223567558101,0.0033194722996417155,0.0010836610901076888,0,0,0,0,0,-0.0088027376989329234,0.0045176085897174071,-0.0024867212945051511,-0.0091061476204076768,0.001212031670685066,-0.0014030602043974623
639089883263344777,nan,340.90160806458152,0.0097210210176591587,0.00089024488479215718,0,0,0,0,0,-0.0079678244182690046,-0.0046003475863029874,-0.0014030602043974597,-0.0024525970729825331,0.0034046831416564907,-0.0022933050891896169
639089883263544461,nan,349.94923588737356,0.0052064020131000087,0.00081982957916179751,0,0,0,0,0,0.0019310397525386797,0.0048492934538759205,-0.0022933050891878878,-0.0028614124653322409,0.0068837525125536609,-0.0014734755100260903
639089883263844623,nan,340.42597971618062,0.0095835266762617846,0.00029962845757840824,0,0,0,0,0,-0.0034694196939085882,0.012057968957942738,-0.0014734755100167822,-0.0087879936522867047,0.0040857199274693815,-0.0017731039675951904
