elapsed,process_count,total_cpu_percent,total_rss_kb,cartographer_cpu_percent,cartographer_rss_kb
1.8050000107905362e-06,1,0.0,3768,0,0
0.516958743000032,1,30.1,29080,0,0
1.0331355450000501,5,196.3,223912,51.4,90624
1.5527617979998922,5,102.5,232944,25.1,92320
2.0725189180000143,5,71.2,235660,18.6,95024
2.591869726999903,5,56.7,235676,15.600000000000001,95040
3.111555767000027,5,48.9,235692,14.7,95056
3.6314937099998588,5,42.3,235752,13.100000000000001,95116
4.151203138000028,5,37.9,235788,12.3,95148
4.6712184369998795,5,35.0,235808,11.899999999999999,95168
5.191192626999964,5,33.1,235836,12.100000000000001,95196
5.710738827999876,5,31.3,235984,12.0,95280
6.230541248000009,5,29.5,236024,11.600000000000001,95320
6.750144398999964,5,28.7,236108,11.8,95404
7.269924193999941,5,27.6,237132,11.6,96428
7.789493720999872,5,26.700000000000003,237284,11.9,96568
8.309078922000026,5,26.200000000000003,237620,11.9,96904
8.828711315999954,5,25.4,237796,11.9,97080
9.34826950899992,5,24.9,237856,11.9,97140
9.86789077100002,5,24.2,237956,11.9,97240
10.387728484000036,5,23.8,238448,12.0,97728
10.917393877999984,5,23.6,238956,12.1,98236
11.43735079399994,5,23.1,238976,12.2,98256
11.957056779999903,5,22.9,238984,12.1,98264
12.476755228999991,5,22.8,239036,12.299999999999999,98316
12.996375961000012,5,22.4,239124,12.399999999999999,98404
13.51666989399996,5,22.3,239184,12.5,98464
14.035998233999862,5,22.3,239452,12.7,98732
14.555523282999957,5,22.3,239704,12.8,98984
15.075124887999891,5,22.5,240368,13.2,99648
15.594685341000059,5,22.4,240492,13.4,99772
16.114506927999855,5,22.2,240548,13.3,99824
16.63435328599985,5,22.2,240584,13.5,99860
17.15405823900005,5,22.1,240628,13.5,99904
17.673825167999894,5,21.9,240880,13.6,100156
18.19335244900003,5,22.0,241124,13.7,100400
18.71305371199992,5,21.900000000000002,241436,13.8,100712
19.232666264000045,5,22.0,241624,14.0,100900
19.75222448799991,5,21.9,241908,14.1,101184
