stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,medium_outlier_streak,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw
639089883933440120,nan,nan,0,0,0,0,0,1,1,0,0,-1.2728221254754189e-12,0,0,-1.2728221254754189e-12
639089883933640021,nan,377.0478155099745,0.0047681725197275702,0.0048579512618866644,0,0,0,1,1,0,0,-2.5876523146450953e-12,0.0026245458222157654,0.0039808577473925064,0.0048579512592990121
639089883933940170,nan,294.09683706067142,0.026549655593564262,0.0068190140500408855,0,0,0,1,1,0.0066897619734687993,0.010146894961739291,0.0048579512577879022,0.032959862087969319,0.013989557074259472,-0.0019610627922529832
639089883934140199,nan,253.83278674124909,0.023944793155019049,0.0070285543138021104,0,0,0,1,1,0.053219374277266154,0.020673890418117929,-0.0019610627938657183,0.076552878623869766,0.026049827001047209,0.005067491519936392
639089883934440225,nan,229.79867188303672,0.023426894073927538,0.008045945569707013,0,0,0,1,1,0.14160847246537306,0.044047847884274301,0.0050674915181990899,0.1183786237134718,0.041015770557619749,-0.0029784540515079231
639089883934639752,nan,194.96334402441809,0.0035011797139602187,0.0077929461244556804,0,0,0,1,1,0.14616047500504709,0.050956576571621212,-0.0029784540532600393,0.14672737450431433,0.054411556216594117,0.0048144920711956415
639089883934940066,nan,187.67995640075705,0.018105037292482178,0.0087485492822702658,0,0,0,1,1,0.18939567528624612,0.074573834827193139,0.004814492069376463,0.17279014853425478,0.06735934547235517,-0.0039340572128938028
639089883935140108,nan,150.15498879492515,0.011854926501722627,0.0084637512330960341,0,0,0,1,1,0.19040854471900867,0.07611203160479213,-0.0039340572146878191,0.19748682390370592,0.085621881558641408,0.004529694018408215
639089883935442225,nan,141.67963164015583,0.0070254742254335567,0.0045573050726591541,0,0,0,1,1,0.23463923542108281,0.11309510400168844,0.0045296940168414847,0.23441884945445823,0.10607308733139022,-2.7611055817669006e-05
639089883935639877,nan,132.21290841942763,0.0062200636327055248,0.0087889723249268414,0,0,0,1,1,0.25853251237761304,0.11942609126285469,-2.7611057358423177e-05,0.26377194987234853,0.12277832728283684,0.0087613612675684176
639089883935940022,nan,122.50857808681384,0.011532742819967207,0.0076460751209693964,0,0,0,1,1,0.30820043115708873,0.14806316704332728,0.0087613612657610387,0.29707238219687138,0.14503485343828063,0.0011152861447916427
639089883936139860,nan,117.09891721103641,0.012071726093489058,0.006611157002795541,0,0,0,1,1,0.31924403366032961,0.15985339801142265,0.0011152861425880334,0.32806308867835182,0.16809662792847105,0.0077264431453835745
639089883936440086,nan,109.6670730636189,0.014601996242481151,0.0079962386353266621,0,0,0,1,1,0.37438957172250148,0.20257054047145395,0.0077264431431198323,0.36284393731221232,0.1936309308418683,-0.00026979549220682985
639089883936639973,nan,101.96401951113359,0.0096544141600321508,0.008793359559155195,0,0,0,1,1,0.38597500375181831,0.21061256528663025,-0.00026979549424813252,0.39240022657525314,0.21781841183250128,0.0085235640649070632
639089883936939988,nan,97.370990228449074,0.0098354215589497498,0.0047953232193133129,0,0,0,1,1,0.43668520189406035,0.25405915873958101,0.0085235640630549718,0.42807245660235338,0.24930982870446733,0.0037282408437416584
639089883937139621,nan,89.347579300003545,0.012674264648307065,0.0036930562134692012,0,0,0,1,1,0.45180193928223972,0.27025819752415403,0.0037282408418052343,0.45751445281286712,0.281572090467687,0.0074212970552744355
639089883937439968,nan,99.291803492773653,0.017759488385898938,0.0055329510818671662,0,0,0,1,1,0.501577861677453,0.32985635831435545,0.0074212970530926946,0.49570742685325342,0.31309517032830553,0.0018883459712255286
639089883937740230,nan,80.454650162200835,0.011214610960801535,0.014684836415579952,0,0,0,1,1,0.53367197989577908,0.3444297198757364,0.0018883459682694252,0.52246709590189766,0.34489670347907797,-0.012796490447310528
639089883937940029,nan,77.646765936063048,0.015628654028761433,0.012132088754862333,0,0,0,1,1,0.54022893181717313,0.36600509658556263,-0.012796490449391736,0.54941975241825181,0.37864565208876377,-0.00066440169452940232
639089883938139950,nan,79.679981109926416,0.0079721117690196696,0.0084338029151176091,0,0,0,1,1,0.5762060921578136,0.41218634603718873,-0.00066440169653719187,0.58046576036731734,0.41892502489900468,0.0077694012185804172
639089883938440098,nan,65.578573536421089,0.026316872871152346,0.0027692727699526855,0,0,0,1,1,0.62670634608081444,0.47891798096516169,0.0077694012176342331,0.61223113797887252,0.45693967010827669,0.0050001284476815476
639089883938639967,nan,59.814472121891995,0.0069358079274805771,0.009920243292496151,0,0,0,1,1,0.63317466195561589,0.48200345632053826,0.0050001284471937772,0.63519907753452132,0.48863724657730606,0.014920371739689929
639089883938939840,nan,54.819540435316959,0.0077101350184621406,0.0028774111417430876,0,0,0,1,1,0.66939980673055577,0.53583696278873461,0.014920371739501627,0.66201918804437654,0.53360701888537332,0.012042960597758539
639089883939139927,nan,45.497769861936085,0.016322070773889742,0.0072648395995751919,0,0,0,1,1,0.67982172716318245,0.56345686347807111,0.012042960597659339,0.69411539835575631,0.57133727959566605,0.019307800197234531
639089883939440269,nan,53.684467924832248,0.019111910714576238,0.0015259730331048174,0,0,0,0,0,0.74184452735943029,0.62744460389698165,0.019307800197225927,0.72841611417365226,0.61384523440887828,0.017781827164121109
639089883939740105,nan,57.861225078887628,0.0090702054413597296,0.0012349725784325111,0,0,0,0,0,0.76245418754109673,0.65602770349534656,0.017781827164109993,0.75539822620938024,0.65032840209659659,0.016546854585677482
639089883939940124,nan,76.534918843178758,0.017938800759937874,0.00067769538327326975,0,0,0,1,1,0.77326381467305949,0.67448489729226957,0.016546854585687238,0.78346647654816159,0.6892397698219489,0.017224549968960508
639089883940139888,nan,78.228127506062037,0.01022548885094738,0.0027172590762189648,0,0,0,0,0,0.81127801993471893,0.72779526147753992,0.017224549968971995,0.81545549080521529,0.73712850096696714,0.01994180904519096
639089883940440215,nan,74.821774699178775,0.034185923926716939,0.0042299052345669795,0,0,0,1,1,0.86311613182813873,0.80847823390357143,0.01994180904519869,0.84941743790880098,0.77715694434474936,0.024171714279765669
639089883940639921,nan,72.362646247785506,0.0082348650234786575,0.0012367612342896184,0,0,0,0,0,0.87189733346707232,0.8036523400223935,0.02417171427979601,0.87823914251454305,0.80890538294629299,0.022934953045506391
639089883940939942,nan,89.450194561182627,0.0097055267095570025,0.0055776589099341134,0,0,0,1,1,0.92122172857720008,0.85625268641820351,0.02293495304558681,0.91579460814489722,0.84820634485677293,0.028512611955520923
639089883941240359,nan,67.480588086889327,0.0044601258869033274,0.0024305761310067786,0,0,0,1,1,0.95279532400549727,0.88692677343595172,0.028512611955650559,0.94851163376860759,0.88816883659110979,0.030943188086657337
639089883941440186,nan,86.860664823153144,0.01709975391592394,0.0027863529643899002,0,0,0,1,1,0.9700336887332357,0.91445713533568118,0.030943188086882994,0.98201000939264904,0.92666243449006758,0.028156835122493094
639089883941740007,nan,91.394315173928234,0.017376988706643066,0.0087024268108500877,0,0,0,0,0,1.0319429677992777,0.98404131292830088,0.028156835122757878,1.0230292690196714,0.96912468762036863,0.036859261933607966
639089883941939875,nan,94.316570630650148,0.013152912060331099,0.0070152853475086187,0,0,0,1,1,1.0502030219941156,0.99725437079341628,0.03685926193393315,1.062308411141704,1.0023981679562379,0.029843976586424532
639089883942140046,nan,81.438570418511802,0.012019801018675799,0.0017096072411239838,0,0,0,1,1,1.1013446068090542,1.0354658476140417,0.029843976586741868,1.1122755764939878,1.0404647993317144,0.028134369345617884
639089883942440153,nan,76.270544932662972,0.031543035758704326,0.0075188537020841432,0,0,0,1,1,1.1864940602975107,1.0970068834038571,0.028134369346294655,1.1588367327708313,1.081839967469598,0.035653223048378799
639089883942639870,nan,97.890476724092807,0.0041370233363669301,0.0059722201985727211,0,0,0,1,1,1.1895463771092605,1.1091291672996508,0.035653223049672882,1.1917626950960234,1.112622431771058,0.029681002851100161
639089883942939853,nan,98.417622330496641,0.010436071707014719,0.0099983621583426656,0,0,0,1,1,1.2408265177353595,1.1584921729185469,0.029681002852183214,1.2374711770393474,1.1486102054278273,0.03967936501052588
639089883943240080,nan,107.90241251741605,0.0073708264536584845,0.0059277395838547298,0,0,0,1,1,1.2827430060121401,1.1842541880068373,0.039679365011963078,1.281178770841656,1.1770512545112835,0.045607104595817807
639089883943440189,nan,104.87910428596092,0.014281824904287466,0.0061295383867863915,0,0,0,1,1,1.3100111475558311,1.1958128236113705,0.045607104597248482,1.3232601457447724,1.2011452310963775,0.039477566210462091
639089883943640180,nan,125.37713438420462,0.013187780820542836,0.0068781075895330626,0,0,0,1,1,1.364867615331544,1.2249678699787028,0.039477566212453984,1.3766969110140281,1.2307975635064141,0.032599458622920921
639089883943940219,nan,142.04585827358406,0.031588573455006159,0.011726445859633207,0,0,0,1,1,1.4561522486093605,1.2748877338274831,0.032599458625626583,1.4309718039367216,1.2558146328994617,0.04432590448525979
639089883944140205,nan,139.66027047280008,0.003746276856200458,0.010206533527122572,0,0,0,1,1,1.4668301438584268,1.2723429119956273,0.044325904488060071,1.4671045910972167,1.2686067014827649,0.034119370960937499
