stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,medium_outlier_streak,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw
639132033866493764,nan,nan,0,0,0,0,0,1,1,0,0,8.906339682142156e-18,0,0,8.906339682142156e-18
639132033866694099,nan,311.55229896943979,0.011901390914354291,0.0011295141728210436,0,0,0,0,0,0,0,-1.0385301559695523e-16,-0.010829333988485165,-0.0049364593649816298,-0.0011295141728211474
639132033866995036,nan,299.26155052964441,0.01307085150128272,0.0015011835164066237,0,0,0,0,0,-0.026940387997128674,-0.012280545670312965,-0.0011295141728349632,-0.015511958445916794,-0.0059371903309384053,-0.002630697689241587
639132033867193696,nan,297.49634286097728,0.0058520977637539712,0.00084412906684147387,0,0,0,0,0,-0.018579944955624234,-0.006592854506298278,-0.0026306976892411437,-0.012928058272297276,-0.0050752164877425916,-0.0017865686223996699
639132033867393229,nan,310.04975309953642,0.005551747699127604,0.00025157115180362514,0,0,0,0,0,-0.01036706745527469,-0.0042208850706561959,-0.0017865686223944813,-0.015904813966767139,-0.0046149232530977666,-0.0015349974705908562
639132033867693338,nan,313.51151116945096,0.00092659733046370071,0.00019393140385919549,0,0,0,0,0,-0.020336048900942684,-0.0039297251143616757,-0.0015349974705908527,-0.01968048640115717,-0.003274881299626112,-0.0013410660667316572
639132033867893372,nan,305.51714564510257,0.0059236870032539227,0.00041234112294534042,0,0,0,0,0,-0.022170407670518019,-0.0023911714387297792,-0.0013410660667316206,-0.016263972450713537,-0.0028429354332807229,-0.001753407189676961
639132033868193137,nan,297.15535056124764,0.0045376693409057743,0.00023684900032078823,0,0,0,0,0,-0.011197788276624078,-0.0022024236883021256,-0.0017534071896769612,-0.010253514762080369,-0.0066407556471722055,-0.0019902561899977494
639132033868493512,nan,302.74843756533045,0.011038885151332957,0.00024726305631161006,0,0,0,0,0,-0.0042879835274187176,-0.010410188240042053,-0.0019902561899977416,-0.014573612851985614,-0.0064023440836496444,-0.0022375192463093517
639132033868693196,nan,301.49864831603793,0.0046861883857418985,0.00078072374943341776,0,0,0,0,0,-0.017422572040037516,-0.0062451196872817562,-0.002237519246309435,-0.012934549175891949,-0.0048967828014965737,-0.0014567954968760172
639132033868893047,nan,308.15211707179429,0.0022945664937891611,0.00061084189880248945,0,0,0,0,0,-0.011316690905950036,-0.0034106997366574873,-0.0014567954968762776,-0.013565420621325167,-0.0029543555007907792,-0.00084595359807378818
639132033869193377,nan,303.66422866440587,0.0060895519461515828,0.00080637565708366592,0,0,0,0,0,-0.014499681656117445,-7.7804100180157466e-05,-0.00084595359807353426,-0.011581110081780954,-0.0054223885433668812,-0.0016523292551572002
639132033869394320,nan,304.08162839516638,0.0027717271810473059,6.6036823034072755e-05,0,0,0,0,0,-0.010263277111868809,-0.0070614743867986494,-0.0016523292551572019,-0.012828727579684214,-0.006012219668752471,-0.0015862924321231292
639132033869693367,nan,311.83372230016778,0.0026807288438470992,0.00043936232800733267,0,0,0,0,0,-0.014684156916920123,-0.006889403561968559,-0.0015862924321231298,-0.013153893830341839,-0.0046883578968153561,-0.0020256547601304625
639132033869993410,nan,308.59716011041786,0.0032266031698383823,0.00034909854686416717,0,0,0,0,0,-0.013475597209025934,-0.0033785946477649063,-0.0020256547601304555,-0.010952678669657196,-0.005390024502201946,-0.0016765562132662884
639132033870193526,nan,290.99952662317554,0.0041182325221685995,4.1786293451889127e-05,0,0,0,0,0,-0.0094975995342367024,-0.0058538503270258117,-0.0016765562132661977,-0.012823204400934665,-0.0034248193726652107,-0.0017183425067180869
639132033870493209,nan,307.63259915782282,0.0024946767579990519,0.0001794222502670864,0,0,0,0,0,-0.01559129610751196,-0.00051661665199017421,-0.0017183425067180873,-0.015336541317383399,-0.0029982516218854676,-0.0015389202564510009
639132033870693637,nan,311.92874988230676,0.0025490310424584905,0.00039486037498051682,0,0,0,0,0,-0.01700501174919351,-0.0027150760258553988,-0.0015389202564512643,-0.016679674425324711,-0.0052432601332959364,-0.0019337806314317812
639132033870893119,nan,302.5586956787547,0.0024129723705412242,0.00013846037554089805,0,0,0,0,0,-0.018007947986963604,-0.0074634313387630224,-0.001933780631433195,-0.017733413704962692,-0.0050661273136127748,-0.002072241006974093
639132033871193308,nan,302.31454544257616,0.0101031024484615,0.00087314091501827567,0,0,0,0,0,-0.019309244808503181,-0.0048012312315283594,-0.0020722410069741255,-0.009285565390356916,-0.0035369013669994363,-0.0011991000919558499
639132033871493383,nan,309.24265924366284,0.010170845833962437,7.6561016856476014e-05,0,0,0,0,0,-0.00094058369154649199,-0.0020262962918857182,-0.0011991000919560971,-0.010703283980638587,-0.0048786265749336307,-0.0011225390750996211
639132033871693296,nan,313.04638126745579,0.00060010164136923172,5.9230540914210084e-05,0,0,0,0,0,-0.011648284884311178,-0.0057729729866049335,-0.0011225390750997206,-0.011048364221176984,-0.0057877099441835944,-0.0011817696160139307
639132033871993528,nan,300.74242840942031,0.0039282106502008321,0.00020851227801371112,0,0,0,0,0,-0.01156532142276189,-0.0071495879637468313,-0.0011817696160139326,-0.0086380646313260843,-0.0045300447613269524,-0.0009732573380002215
639132033872193581,nan,302.65766337295656,0.0053249143503393982,0.00058855205755525548,0,0,0,0,0,-0.0070559672360191129,-0.0037045254697235198,-0.00097325733800195579,-0.012376511809521757,-0.0034888445020373783,-0.0015618093955572113
639132033872395402,nan,284.4938183806434,0.0038492303526147776,9.9415472276976257e-05,0,0,0,0,0,-0.016114466225622463,-0.0024477814826221675,-0.0015618093955572072,-0.0129151015857047,-0.0045880245081533272,-0.0014623939232802309
639132033872693448,nan,291.28749019192844,0.0026494797844581188,4.2743400385447054e-05,0,0,0,0,0,-0.013711231004589434,-0.0062128038452597314,-0.0014623939232802302,-0.011509205688187642,-0.0047394309684298946,-0.0014196505228947832
639132033872993446,nan,294.34875695506298,0.0040830568717362559,0.001441551617987376,0,0,0,0,0,-0.010109763821997313,-0.0048901423686814492,-0.0014196505228947808,-0.014190902672874052,-0.0047650060522215583,-0.0028612021408821568
639132033873193329,nan,302.52759729308173,0.0067562048007157706,0.0012507939506379716,0,0,0,0,0,-0.015966693167962162,-0.0047819415937714283,-0.0028612021408826955,-0.0092600338850436,-0.0055986573166867575,-0.0016104081902447239
639132033873493684,nan,324.08413802621374,0.010094906731036895,0.0003627345320396224,0,0,0,0,0,-0.0019376275991742787,-0.0068366406258773367,-0.001610408190249029,-0.011893157559711256,-0.0051649453446778537,-0.0019731427222886514
639132033873693232,nan,300.48652734447018,0.00070943607418460109,0.00065607494285542522,0,0,0,0,0,-0.01363051707653421,-0.0048787781473756519,-0.0019731427222885694,-0.013774575356345048,-0.0041841222934649539,-0.0013170677794331442
639132033873894891,nan,302.77152047523811,0.0026609264269268108,0.0010137047023367944,0,0,0,0,0,-0.015659439061684759,-0.0032015028168662684,-0.001317067779433178,-0.013278457732964367,-0.004389550527104524,-0.0023307724817699725
639132033874193768,nan,290.22067406398651,0.0036621830668585424,0.0011580252715566674,0,0,0,0,0,-0.012558229698578231,-0.0046877765242247967,-0.0023307724817699716,-0.0088966218062846696,-0.0047526799777457352,-0.0011727472102133043
639132033874493418,nan,306.64241488276519,0.012185458780331384,0.0015363472442433243,0,0,0,0,0,-0.004550239373067767,-0.005112871343114043,-0.0011727472102133008,-0.016704574161050593,-0.004242496970337766,-0.0027090944544566251
639132033874693336,nan,302.0515491738683,0.0089898802612541889,0.00065331672991318646,0,0,0,0,0,-0.021868609159978396,-0.0039050713833969275,-0.0027090944544571421,-0.012917046765141259,-0.0047342141955983748,-0.0020557777245439556
639132033874993496,nan,311.98023999917967,0.0025003157749778513,1.8055651894323139e-05,0,0,0,0,0,-0.0073015036431207121,-0.0054632542773344166,-0.0020557777245479437,-0.0096615847666963271,-0.0062888425916564853,-0.0020738333764422669
639132033875193296,nan,313.74348403244801,0.0045410318725089211,0.00027566352626519613,0,0,0,0,0,-0.007521682656295518,-0.0073107413535535362,-0.0020738333764423514,-0.011903183543236613,-0.0061176695012008491,-0.0017981698501771553
639132033875493187,nan,304.41854507074328,0.0029280655517321583,0.00051200817562646952,0,0,0,0,0,-0.015238003046373629,-0.0058630158288140713,-0.0017981698501771566,-0.012444119461672584,-0.00498678390153763,-0.0023101780258036261
639132033875693188,nan,302.86647401231602,0.0019739106803174718,0.00040203244347244548,0,0,0,0,0,-0.012800400464138368,-0.0042419395652859527,-0.0023101780258036305,-0.01455375942984001,-0.0033352666853203872,-0.001908145582331185
639132033875895067,nan,313.64739908134192,0.0032684243107046398,2.494089468208188e-05,0,0,0,0,0,-0.016661098170808925,-0.0016855509690719144,-0.001908145582331162,-0.014007540450197847,-0.0035937514035625988,-0.0018832046876490801
639132033876193508,nan,289.32771329721476,0.0023585402149162724,0.00074058472296493669,0,0,0,0,0,-0.01321384552125808,-0.0039693480373735835,-0.0018832046876491619,-0.010855323995542317,-0.0039599587822015756,-0.0011426199646842252
639132033876394608,nan,306.84112873975317,0.0029093466343492092,0.00060229215370829017,0,0,0,0,0,-0.0087591071178297654,-0.0042034858682657786,-0.0011426199646851767,-0.01161748917563909,-0.0047456572898593574,-0.0017449121183934668
639132033876693301,nan,296.73640550129312,0.0026015240246502493,0.00042908034408431169,0,0,0,0,0,-0.01274776125412211,-0.0059108287100475779,-0.0017449121183948488,-0.014388924526148355,-0.0038922870668347009,-0.0021739924624791605
