wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099340.200482845,1,1779099340.200482845,1779099340.103997707,1779099340.103997707,1779099340.153988838,1,1779099340.103997707,1779099340.091999531,1779099340.112094879,1779099340.112094879,0,0,1779099340.200482845,1779099340.112094879,,1779099340.112094879,1,0,1779099340.200482845,9.142402449,8.235767432,2.113506049,0.000000000
1779099340.250494719,1,1779099340.250494719,1779099340.133919477,1779099340.133919477,1779099340.193988800,1,1779099340.133919477,1779099340.131885290,1779099340.151787519,1779099340.151787519,0,0,1779099340.250494719,1779099340.151787519,,1779099340.151787519,1,0,1779099340.250494719,9.134621122,8.249738284,2.123270984,0.000000000
1779099340.300430298,1,1779099340.300430298,1779099340.204046249,1779099340.204046249,1779099340.253989220,1,1779099340.204046249,1779099340.191802740,1779099340.206833124,1779099340.206833124,0,0,1779099340.300430298,1779099340.206833124,,1779099340.206833124,1,0,1779099340.300430298,9.093498236,8.276580952,2.153598125,0.000000000
1779099340.350456476,1,1779099340.350456476,1779099340.284076691,1779099340.284076691,1779099340.303988934,1,1779099340.284076691,1779099340.271774054,1779099340.291711092,1779099340.291711092,0,0,1779099340.350456476,1779099340.291711092,,1779099340.291711092,1,0,1779099340.350456476,9.083115818,8.292417897,2.180424379,0.000000000
1779099340.400475025,1,1779099340.400475025,1779099340.304086924,1779099340.304086924,1779099340.343988895,1,1779099340.304086924,1779099340.291711092,1779099340.311617851,1779099340.331809282,0,0,1779099340.400475025,1779099340.331809282,,1779099340.331809282,1,0,1779099340.400475025,9.063947913,8.308135185,2.189071677,0.000000000
1779099340.450499058,1,1779099340.450499058,1779099340.384001255,1779099340.384001255,1779099340.403988838,1,1779099340.384001255,1779099340.371784449,1779099340.391623259,1779099340.411667109,0,0,1779099340.450499058,1779099340.411667109,,1779099340.411667109,1,0,1779099340.450499058,9.043910878,8.326405830,2.220174660,0.000000000
1779099340.500631332,1,1779099340.500631332,1779099340.434090853,1779099340.434090853,1779099340.443988800,1,1779099340.434090853,1779099340.431778908,1779099340.451785326,1779099340.451785326,0,0,1779099340.500631332,1779099340.451785326,,1779099340.451785326,1,0,1779099340.500631332,9.023387446,8.345821507,2.237992819,0.000000000
1779099340.550488949,1,1779099340.550488949,1779099340.484134674,1779099340.484134674,1779099340.503988981,1,1779099340.484134674,1779099340.471729994,1779099340.491966009,1779099340.491966009,0,0,1779099340.550488949,1779099340.491966009,,1779099340.491966009,1,0,1779099340.550488949,9.007093369,8.356359419,2.258301401,0.000000000
1779099340.600477934,1,1779099340.600477695,1779099340.504109621,1779099340.504109621,1779099340.543988943,1,1779099340.504109621,1779099340.491966009,1779099340.511902571,1779099340.531753540,0,0,1779099340.600477695,1779099340.531753540,,1779099340.531753540,1,0,1779099340.600477695,8.973069548,8.379075393,2.267685942,0.000000000
1779099340.650539637,1,1779099340.650539637,1779099340.553914547,1779099340.553914547,1779099340.603988886,1,1779099340.553914547,1779099340.551712275,1779099340.571718454,1779099340.571718454,0,0,1779099340.650539637,1779099340.571718454,,1779099340.571718454,1,0,1779099340.650539398,8.966330927,8.395775218,2.287806807,0.000000000
1779099340.700638056,1,1779099340.700638056,1779099340.604002237,1779099340.604002237,1779099340.653988838,1,1779099340.604002237,1779099340.591762781,1779099340.611573458,1779099340.611573458,0,0,1779099340.700638056,1779099340.611573458,,1779099340.611573458,1,0,1779099340.700638056,8.943986924,8.405730249,2.307872054,0.000000000
1779099340.750593901,1,1779099340.750593901,1779099340.634037256,1779099340.634037256,1779099340.703988791,1,1779099340.634037256,1779099340.631703854,1779099340.651698112,1779099340.651698112,0,0,1779099340.750593901,1779099340.651698112,,1779099340.651698112,1,0,1779099340.750593901,8.933490581,8.423527468,2.317714295,0.000000000
1779099340.800513268,1,1779099340.800513268,1779099340.704128504,1779099340.704128504,1779099340.753989220,1,1779099340.704128504,1779099340.671634912,1779099340.711791515,1779099340.711791515,0,0,1779099340.800513268,1779099340.711791515,,1779099340.711791515,1,0,1779099340.800513268,8.894070456,8.437955259,2.346939573,0.000000000
1779099340.850545883,1,1779099340.850545883,1779099340.734027147,1779099340.734027147,1779099340.803988934,1,1779099340.734027147,1779099340.731949329,1779099340.751765013,1779099340.751765013,0,0,1779099340.850545883,1779099340.751765013,,1779099340.751765013,1,0,1779099340.850545883,8.878358104,8.443567434,2.356302406,0.000000000
1779099340.900502205,1,1779099340.900502443,1779099340.804076910,1779099340.804076910,1779099340.853988886,1,1779099340.804076910,1779099340.791795492,1779099340.811848640,1779099340.811848640,0,0,1779099340.900502443,1779099340.811848640,,1779099340.811848640,1,0,1779099340.900502443,8.870341914,8.462052631,2.383286466,0.000000000
1779099340.950507879,1,1779099340.950507879,1779099340.834119797,1779099340.834119797,1779099340.893988848,1,1779099340.834119797,1779099340.831754446,1779099340.851744652,1779099340.851744652,0,0,1779099340.950507879,1779099340.851744652,,1779099340.851744652,1,0,1779099340.950507879,8.850702344,8.470956887,2.393546346,0.000000000
1779099341.000487328,1,1779099341.000487328,1779099340.904057741,1779099340.904057741,1779099340.953988791,1,1779099340.904057741,1779099340.871748447,1779099340.911643505,1779099340.911643505,0,0,1779099341.000487328,1779099340.911643505,,1779099340.911643505,1,0,1779099341.000487566,8.807878089,8.488641825,2.421130735,0.000000000
1779099341.075482607,1,1779099341.075482607,1779099340.954123735,1779099340.954123735,1779099341.003988981,1,1779099340.954123735,1779099340.951693535,1779099340.971756697,1779099340.971756697,0,0,1779099341.075482607,1779099340.971756697,,1779099340.971756697,1,0,1779099341.075482607,8.799563797,8.503815503,2.439865076,0.000000000
1779099341.100478888,1,1779099341.100478888,1779099340.984097481,1779099340.984097481,1779099341.053988934,1,1779099340.984097481,1779099340.971756697,1779099340.991672754,1779099341.011693716,0,0,1779099341.100478888,1779099341.011693716,,1779099341.011693716,1,0,1779099341.100478888,8.787073333,8.501232871,2.448111794,0.000000000
1779099341.150621176,1,1779099341.150621176,1779099341.034088850,1779099341.034088850,1779099341.103988886,1,1779099341.034088850,1779099341.031787872,1779099341.051667690,1779099341.051667690,0,0,1779099341.150621176,1779099341.051667690,,1779099341.051667690,1,0,1779099341.150621414,8.781835483,8.509471916,2.463264765,0.000000000
1779099341.200547695,1,1779099341.200547695,1779099341.104153156,1779099341.104153156,1779099341.153988838,1,1779099341.104153156,1779099341.071819782,1779099341.111868620,1779099341.111868620,0,0,1779099341.200547695,1779099341.111868620,,1779099341.111868620,1,0,1779099341.200547695,8.748213938,8.515521232,2.484811087,0.000000000
1779099341.250476599,1,1779099341.250476599,1779099341.134141684,1779099341.134141684,1779099341.203988791,1,1779099341.134141684,1779099341.131828308,1779099341.151935577,1779099341.151935577,0,0,1779099341.250476599,1779099341.151935577,,1779099341.151935577,1,0,1779099341.250476599,8.758675753,8.517619430,2.490144329,0.044156094
1779099341.300498009,1,1779099341.300498009,1779099341.184105158,1779099341.184105158,1779099341.243988991,1,1779099341.184105158,1779099341.171726227,1779099341.206852913,1779099341.206852913,0,0,1779099341.300498009,1779099341.206852913,,1779099341.206852913,1,0,1779099341.300498009,8.751870889,8.526921913,2.503935933,0.000000000
1779099341.375548124,1,1779099341.375548124,1779099341.234074831,1779099341.234074831,1779099341.303988934,1,1779099341.234074831,1779099341.231989622,1779099341.252007008,1779099341.252007008,0,0,1779099341.375548124,1779099341.252007008,,1779099341.252007008,1,0,1779099341.375548124,8.704730476,8.539862185,2.516494906,0.000000000
1779099341.425472260,1,1779099341.425472260,1779099341.304104805,1779099341.304104805,1779099341.353988886,1,1779099341.304104805,1779099341.286742210,1779099341.311795473,1779099341.311795473,0,0,1779099341.425472260,1779099341.311795473,,1779099341.311795473,1,0,1779099341.425472260,8.682001389,8.551072499,2.534974354,0.000000000
