elapsed,process_count,total_cpu_percent,total_rss_kb,cartographer_cpu_percent,cartographer_rss_kb,drm-engine-capacity-video,drm-engine-compute,drm-engine-copy,drm-engine-render,drm-engine-video,drm-engine-video-enhance,drm-total-stolen-local0,drm-total-system0
108.24098149199995,5,55.1,368960,50.4,228148,2,0,0,8385881036,0,0,0,28844
108.76092334400005,5,55.1,368960,50.4,228148,2,0,0,8421998000,0,0,0,28844
109.28086037799994,5,55.1,368960,50.4,228148,2,0,0,8452867800,0,0,0,28844
109.80109366199986,5,55.1,369072,50.4,228260,2,0,0,8486009012,0,0,0,28844
110.32355315599989,5,55.1,369072,50.4,228260,2,0,0,8518772548,0,0,0,33296
110.843544866,5,55.1,369184,50.4,228372,2,0,0,8552473280,0,0,0,28844
111.36358788999996,4,51.4,300484,50.199999999999996,228400,2,0,0,8563640020,0,0,0,28844
111.88256644299986,4,51.2,300292,50.0,228272,2,0,0,8563640020,0,0,0,28844
112.40167223899994,4,51.0,299980,49.8,228064,2,0,0,8563640020,0,0,0,28844
112.92083676099992,4,50.699999999999996,299980,49.599999999999994,228064,2,0,0,8563640020,0,0,0,28844
113.43984943199985,4,50.4,299980,49.3,228064,2,0,0,8563640020,0,0,0,28844
113.95901638999999,4,50.199999999999996,300092,49.099999999999994,228176,2,0,0,8563640020,0,0,0,28844
114.47842798600004,4,50.0,300092,48.9,228176,2,0,0,8563640020,0,0,0,28844
114.997649723,4,49.8,300204,48.699999999999996,228288,2,0,0,8563640020,0,0,0,28844
