elapsed_wall,clock,odom_stamp,odom_latency_sec,tracked_pose_stamp,tracked_pose_latency_sec,scan_stamp,scan_age_sec,imu_stamp,imu_age_sec,odom_wheel_stamp,odom_wheel_age_sec,tracked_to_odom_stamp_delta_sec,frame_id,child_frame_id,x,y,z,yaw
2.5098599470002227,1779099286.5754786,1779099286.5754786,0.0,1779099286.5754786,0.0,1779099286.5741875,0.001291036605834961,1779099286.5726037,0.0028748512268066406,1779099286.5718584,0.003620147705078125,0.0,map,base_link,-0.0001821578738266352,-0.0011534559816661607,0.0,-0.0005708851843840154
2.5623857489999864,1779099286.6254957,1779099286.6254957,0.0,1779099286.6254957,0.0,1779099286.6241357,0.0013599395751953125,1779099286.6326268,-0.007131099700927734,1779099286.6317568,-0.006261110305786133,0.0,map,base_link,-0.0067131908362593066,0.006336749580606915,0.0,-0.0030982601367075297
2.6130938870001046,1779099286.67548,1779099286.67548,0.0,1779099286.67548,0.0,1779099286.674077,0.0014028549194335938,1779099286.6826448,-0.007164955139160156,1779099286.6717393,0.003740549087524414,0.0,map,base_link,-0.012182062100501599,0.0062578397576518625,0.0,-0.003761861155980062
2.6629778739998073,1779099286.7254784,1779099286.7254784,0.0,1779099286.7254784,0.0,1779099286.7241387,0.0013396739959716797,1779099286.7326624,-0.007184028625488281,1779099286.731795,-0.006316661834716797,0.0,map,base_link,-0.016160458796366503,0.004485592706807594,0.0,-0.0030775570855554307
2.713092052999855,1779099286.7754805,1779099286.7754805,0.0,1779099286.7754805,0.0,1779099286.7741222,0.0013582706451416016,1779099286.782659,-0.007178544998168945,1779099286.7718096,0.003670930862426758,0.0,map,base_link,-0.011014196078091227,-0.0001824591853288837,0.0,-0.002852105290641337
2.766726802999983,1779099286.8255265,1779099286.8255265,0.0,1779099286.8255265,0.0,1779099286.8241591,0.001367330551147461,1779099286.8326461,-0.007119655609130859,1779099286.831819,-0.006292581558227539,0.0,map,base_link,-0.011363783847860541,0.0007217243292394347,0.0,-0.00290195232641341
2.813403303999621,1779099286.8755405,1779099286.8755405,0.0,1779099286.8755405,0.0,1779099286.8741639,0.0013766288757324219,1779099286.8826342,-0.007093667984008789,1779099286.866645,0.008895397186279297,0.0,map,base_link,-0.009793317583320669,0.0009023512852050642,0.0,-0.0028991389960705137
2.8659901869996247,1779099286.9255223,1779099286.9255223,0.0,1779099286.9255223,0.0,1779099286.924205,0.0013172626495361328,1779099286.932652,-0.007129669189453125,1779099286.9318454,-0.006323099136352539,0.0,map,base_link,-0.011660887300500893,0.00792412586620053,0.0,-0.0034109386856674352
2.9094552639999165,1779099286.9755592,1779099286.9755592,0.0,1779099286.9755592,0.0,1779099286.9741423,0.001416921615600586,1779099286.9726658,0.0028934478759765625,1779099286.9716413,0.0039179325103759766,0.0,map,base_link,-0.012574582412163866,-0.0009344107576701241,0.0,-0.0019627788302595656
2.9629481820002184,1779099287.0255446,1779099287.0255446,0.0,1779099287.0255446,0.0,1779099287.0241745,0.0013701915740966797,1779099287.0326853,-0.007140636444091797,1779099287.0316525,-0.006107807159423828,0.0,map,base_link,-0.014101144278258562,-0.0016642162659010109,0.0,-0.0022261809229288674
3.015246899999511,1779099287.0755448,1779099287.0755448,0.0,1779099287.0755448,0.0,1779099287.0741706,0.0013742446899414062,1779099287.0827007,-0.007155895233154297,1779099287.071616,0.0039288997650146484,0.0,map,base_link,-0.011563197606107032,0.0016304314860775403,0.0,-0.0023769041223634215
3.068940682000175,1779099287.1255636,1779099287.1255636,0.0,1779099287.1255636,0.0,1779099287.124156,0.001407623291015625,1779099287.132706,-0.007142305374145508,1779099287.131606,-0.00604248046875,0.0,map,base_link,-0.009119540413200344,0.005786614282368911,0.0,-0.0035858723911487158
3.112281895999331,1779099287.175556,1779099287.175556,0.0,1779099287.175556,0.0,1779099287.174193,0.0013630390167236328,1779099287.1827202,-0.0071642398834228516,1779099287.17162,0.003936052322387695,0.0,map,base_link,-0.009814153421458159,-0.0002915294509143293,0.0,-0.0022302090653055994
3.1658204049999767,1779099287.2255366,1779099287.2255366,0.0,1779099287.2255366,0.0,1779099287.2241032,0.0014333724975585938,1779099287.2327244,-0.007187843322753906,1779099287.2317011,-0.00616455078125,0.0,map,base_link,-0.010787808680185824,0.0021580873710657722,0.0,-0.003248362686583237
3.218121126999904,1779099287.2755535,1779099287.2755535,0.0,1779099287.2755535,0.0,1779099287.2741418,0.0014116764068603516,1779099287.2827377,-0.007184267044067383,1779099287.2717986,0.003754854202270508,0.0,map,base_link,-0.012297629784985737,0.00349310292252824,0.0,-0.002836743081624351
