stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,medium_outlier_streak,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw
639089883260844699,nan,nan,0,0,0,0,0,1,1,0,0,-8.0750632417735417e-15,0,0,-8.0750632417735417e-15
639089883261044458,nan,347.7962473176068,0.0096152329850846194,0.00085798222467527716,0,0,0,0,0,0,0,-8.0864947984288227e-15,-0.0087107296040794917,0.0040713505280278207,-0.00085798222468336368
639089883261344470,nan,343.49333230143515,0.010436210455636636,0.00075506317003759657,0,0,0,0,0,-0.02165694292911368,0.010122344515047437,-0.00085798222468307366,-0.012636147349679043,0.0048745129830342453,-0.0016130453947206702
639089883261544459,nan,340.91579730853755,0.0025376557424940829,0.00014049510993382206,0,0,0,0,0,-0.015225251121512771,0.0054042581149972031,-0.001613045394721795,-0.01283942472110121,0.0062688557407818285,-0.001753540504655617
639089883261844766,nan,341.83966162138688,0.0041770723528261134,0.00026820483257396872,0,0,0,0,0,-0.013141015924224304,0.0083375636689344695,-0.0017535405046635855,-0.012711828699368526,0.0041825989558755394,-0.0014853356720896168
639089883262044672,nan,334.02555468474867,0.0065914744961983723,0.00014437784012960651,0,0,0,0,0,-0.012627558704057552,0.0028047436975833836,-0.001485335672089625,-0.0062340185675099176,0.0044079219647726675,-0.0016297135122192315
639089883262344516,nan,334.11702295968081,0.011087495634138248,0.00034881338772893328,0,0,0,0,0,0.0033853941307593173,0.0047425219250798361,-0.0016297135122194325,-0.0077012446160981624,0.0048803650740323612,-0.0019785268999483658
639089883262544356,nan,347.20205918938359,0.0008745258545112065,7.3038864115782063e-05,0,0,0,0,0,-0.0086716240133803413,0.0051928248071829945,-0.0019785268999483346,-0.0084149984874294925,0.0043567992037239819,-0.0019054880358325525
639089883262844315,nan,335.68327175608937,0.0059946651951302173,0.00022168446581651902,0,0,0,0,0,-0.0094801878969645072,0.0035754418722306705,-0.0019054880358502469,-0.014717285282114526,0.00065845339433768439,-0.0016838035700337279
639089883263044754,nan,347.18397466182188,0.0042602814588514918,0.0010837611087879486,0,0,0,0,0,-0.018891052916711542,-0.0017908220105489745,-0.0016838035700336988,-0.021063821520393072,0.0018737481830057359,-0.0027675646788216475
639089883263344777,nan,340.2513007835816,0.015373058847667305,0.00064879705770285335,0,0,0,0,0,-0.030471474212064573,0.0036752145042456314,-0.0027675646788176403,-0.015109440556767145,0.0042573315950024046,-0.0021187676211147869
639089883263544461,nan,331.04719075853831,0.0095612035833613357,0.00069284532887334141,0,0,0,0,0,-0.011189268667963981,0.0058266058391946663,-0.0021187676211147938,-0.0019663038171226399,0.0083472274535245118,-0.0028116129499881353
639089883263844623,nan,341.85342060597372,0.022129838592512108,0.0016492921722296452,0,0,0,0,0,0.017592437741440602,0.014433538330667198,-0.0028116129499888261,-0.002748198352796665,0.0057164126913035957,-0.001162320777759181
639089883264044522,nan,336.47900741759383,0.0057087218855456567,0.00099272054495685774,0,0,0,0,0,-0.0032652017203037456,0.0039768685081701801,-0.0011623207777591601,-0.008918791813153408,0.0047683384245536852,-0.0021550413227160179
639089883264344482,nan,332.1858827148157,0.0077009310254936292,0.00021365582627859187,0,0,0,0,0,-0.018086431249448726,0.0033597862176658316,-0.002155041322712633,-0.010462550591253299,0.0044464243216379056,-0.0019413854964340411
639089883264523007,nan,341.97092265852609,0.012775657530091357,0.00022577423044080639,0,0,0,0,0,-0.011371754986675827,0.0042568314127769923,-0.001941385496435955,-0.023808553487715763,0.0013339102077646497,-0.0017156112659951486
639089883264844655,nan,338.22832048785847,0.027722614013912739,0.00015788287802277019,0,0,0,0,0,-0.047609534435371109,-0.0042168820180666393,-0.0017156112659948886,-0.021107942208697016,0.0039200054221944234,-0.0018734941440176588
639089883265044678,nan,318.28489274930939,0.011672683328294796,0.00037582847288491713,0,0,0,0,0,-0.019446463961412003,0.0055110307495211102,-0.0018734941440170202,-0.0079016989328455859,0.0037876803737004815,-0.001497665671132103
639089883265344538,nan,333.36463392229706,0.012450214736405465,0.00023862817301806998,0,0,0,0,0,0.011697876043241953,0.0035912948721616854,-0.0014976656711494743,-0.00070147842643593665,0.0047155082495446178,-0.0017362938441675443
639089883265545081,nan,341.08538436738172,0.012248113995091126,5.5077003427644617e-05,0,0,0,0,0,0.0040654661589425607,0.0053297816686685411,-0.0017362938441571455,-0.0076427618137319053,0.0017334371111170472,-0.0017913708475847901
639089883265844394,nan,324.52869343680084,0.007837413408386543,0.00042220484407839835,0,0,0,0,0,-0.017901828923471655,-0.0026739997025331018,-0.0017913708475847884,-0.012055791196067535,0.00254604740680651,-0.0013691660035063901
639089883266044869,nan,341.61675801282416,0.0037870471786214128,0.0013522723527550605,0,0,0,0,0,-0.014982174129444598,0.0030849082877946973,-0.001369166003501751,-0.012456325524927781,0.0059065771486224257,-0.0027214383562568114
639089883266344541,nan,345.3806402288397,0.0073361156695986697,0.0020393470882685539,0,0,0,0,0,-0.013048728367888998,0.010876906105374833,-0.0027214383562540242,-0.013050259868647215,0.0035407905956355967,-0.0006820912679854702
639089883266544588,nan,336.56523126133942,0.0017011507130212122,0.00098367554564750292,0,0,0,0,0,-0.013443521703873239,0.0019743319939081573,-0.00068209126798544168,-0.01179702201594488,0.0024020614949533787,-0.0016657668136329446
639089883266844463,nan,333.30520205283096,0.0025996298313961425,0.0001911806852902204,0,0,0,0,0,-0.0099349808612961121,0.00071015564891276171,-0.0016657668136327345,-0.0097106325182469387,0.0033000867447637357,-0.0014745861283425141
639089883267144709,nan,345.85580311735117,0.0080288438432706329,0.0017286914746892129,0,0,0,0,0,-0.0076429390238790893,0.0041900648475387547,-0.0014745861283288176,-0.0012135668360578195,0.008998963549954421,-0.0032032776030180305
639089883267344658,nan,333.82884217382292,0.012234960882800868,6.2589196451653169e-05,0,0,0,0,0,0.0043875988253836715,0.012755596046856076,-0.0032032776030234836,-0.0067503715732834361,0.0076920120195012711,-0.0032658667994751368
639089883267544427,nan,339.03444663432714,0.0057611908675622844,0.0019618975623810599,0,0,0,0,0,-0.012227933008405516,0.0063990447503735641,-0.0032658667994786253,-0.014457286049001974,0.001086671906449072,-0.0013039692370975652
639089883267844633,nan,330.2772762452073,0.015474288506354303,0.00014236040491702484,0,0,0,0,0,-0.025921737286182415,-0.0087391280125280572,-0.0013039692370973425,-0.012830448442279641,-0.00048856674777790249,-0.0014463296420143673
639089883268044781,nan,325.88958625194181,0.0082502997236451932,0.0010534630370534076,0,0,0,0,0,-0.011756123108342349,-0.0015288173457726959,-0.001446329642009792,-0.0083741648139182417,0.005996460298590728,-0.0024997926790631996
639089883268344654,nan,344.28533979838596,0.012292848754025129,0.00014839563324198571,0,0,0,0,0,-0.0017663482686662802,0.015612515421446087,-0.0024997926790767434,-0.010107198978936454,0.0065823249517869501,-0.0023513970458347577
639089883268544229,nan,346.79325109878823,0.0043898614928660484,0.0011941623990627309,0,0,0,0,0,-0.011249699471443173,0.0069685554533719715,-0.0023513970458342655,-0.0072713643936580807,0.0051128254257513548,-0.0011572346467715346
639089883268844518,nan,346.49569354953564,0.0083042202749567078,0.0013548317412961659,0,0,0,0,0,-0.0030501751946591825,0.0029254497729410034,-0.0011572346467676217,-0.011353723370764473,0.0030311004336135653,-0.0025120663880637876
639089883269044822,nan,330.46699327234359,0.0018482589659841529,0.00049510103673952024,0,0,0,0,0,-0.014053428191241914,0.001654434876346408,-0.0025120663880638153,-0.01574294233076556,0.0024038367563083444,-0.0020169653513242951
639089883269344586,nan,332.08221207098052,0.010293290143477709,0.00047813471282370486,0,0,0,0,0,-0.022246625284932212,0.0014743948389570978,-0.0020169653513304052,-0.01244813504438531,0.0046273951535340668,-0.0024951000641541101
639089883269544633,nan,337.65816843167391,0.0017175247748141516,6.5951680793029446e-05,0,0,0,0,0,-0.010271747579261709,0.0060961683481596555,-0.0024951000641466304,-0.01131623603904177,0.0047327406054880174,-0.0024291483833536009
639089883269844607,nan,343.20558210269786,0.0024298909755383191,0.0013719593841318258,0,0,0,0,0,-0.0096367426236313673,0.0048890504812497638,-0.0024291483833583207,-0.0082585960343026371,0.0028877803517259777,-0.0010571889992264949
639089883270044465,nan,341.19457977836333,0.008799341605097882,0.0010395182349503085,0,0,0,0,0,-0.0062449239858547627,0.001672743628063383,-0.0010571889992170599,0.0018260420719346719,0.0051781565248870138,-0.0020967072341673684
639089883270344520,nan,329.42245138836137,0.02271553590883936,0.00051111963241769458,0,0,0,0,0,0.016808801968825299,0.0085809713720362245,-0.0020967072341650456,-0.0058450542101094053,0.0069081378926030687,-0.0026078268665827402
639089883270544511,nan,334.06753210280436,0.0030579123587208025,3.2305120146372719e-05,0,0,0,0,0,-0.010911883296539731,0.0080508063705680612,-0.0026078268665826456,-0.012895845045733417,0.0057238504682455109,-0.0025755217464362729
639089883270844495,nan,332.13965440014118,0.016673075654913914,0.00083244887548887905,0,0,0,0,0,-0.023370846551599121,0.0039644148470886495,-0.0025755217464362764,-0.006706018420527979,0.0044887765126811075,-0.0017430728709473973
639089883271144244,nan,328.33040216130468,0.0054656101794463303,0.0019059745521743134,0,0,0,0,0,-0.00058511166448688666,0.003267454337348992,-0.0017430728709449527,-0.0052715088797512313,0.0060800289184810086,-0.0036490474231192661
639089883271344488,nan,337.47750245049116,0.0070318312246245018,0.0021953354867785811,0,0,0,0,0,-0.0043258839329275607,0.0071289783530053691,-0.0036490474231045044,-0.010309744459354881,0.0034357326839672161,-0.0014537119363259234
639089883271544506,nan,335.72552275269754,0.0048008041512062694,0.0010748718891181179,0,0,0,0,0,-0.015298593090997195,0.00081735697628566991,-0.0014537119363258527,-0.01122549515554299,0.0033585365658538764,-0.0025285838254439706
639089883271844576,nan,344.78312330671156,0.0020526135190795289,0.0002504146669367463,0,0,0,0,0,-0.012590673769680035,0.0032434544916808408,-0.0025285838254439736,-0.011064697668050606,0.0046162688258003159,-0.0022781691585072273
639089883272044423,nan,338.29706864110011,0.0031730714491348283,0.0010605124180642017,0,0,0,0,0,-0.010958988741152939,0.0054431071651109006,-0.0022781691585018024,-0.013954600908383137,0.0043968327437199379,-0.0033386815765660042
639089883272344654,nan,335.08860219791319,0.0070579773259530128,0.00080233791340673499,0,0,0,0,0,-0.018259118973001913,0.0040699821536512313,-0.0033386815765660003,-0.011222802957202066,0.0046225225227333536,-0.0025363436631592653
639089883272644597,nan,340.7315678936481,0.0039482398505239118,0.0001654788230870609,0,0,0,0,0,-0.0085254497303363184,0.0048453666219571848,-0.0025363436631619389,-0.012009511054510584,0.0029879720471136634,-0.002370864840074878
639089883272844520,nan,333.07829071965273,0.0033559884249595748,0.00075298604593949676,0,0,0,0,0,-0.012530532746668679,0.0019054406003943501,-0.0023708648400749231,-0.010194397873690716,0.0043148247880487158,-0.0031238508860144199
