match_id,match_type,min_score,accepted,final_best_score,candidate_count,score_min,score_max,score_mean,score_stddev,score_p50,score_p90,score_p95,score_p99,top1,top2,top3,top1_top2_margin,top1_top3_margin,near_top_0p01,near_top_0p02,near_top_0p05
match_id,match_type,min_score,accepted,final_best_score,candidate_count,score_min,score_max,score_mean,score_stddev,score_p50,score_p90,score_p95,score_p99,top1,top2,top3,top1_top2_margin,top1_top3_margin,near_top_0p01,near_top_0p02,near_top_0p05
0,full_submap,0.5,1,0.72471439838409424,27826,0.10000002384185791,0.89999997615814209,0.35130752130999088,0.25939136213836494,0.26044654846191406,0.77153283357620239,0.82700729370117188,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,633,728,1126
1,full_submap,0.5,1,0.76909399032592773,19473,0.10000002384185791,0.89999997615814209,0.44533503445988598,0.27761423524193091,0.40248176455497742,0.85788744688034058,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1222,1384,2100
2,full_submap,0.5,0,0.5,20984,0.10000002384185791,0.89999997615814209,0.35675711674545441,0.25767080368770678,0.26942324638366699,0.76184624433517456,0.83868610858917236,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,586,733,978
3,full_submap,0.5,1,0.70624542236328125,19393,0.10000002384185791,0.89999997615814209,0.39470662728612038,0.2542007342502714,0.33415544033050537,0.78503704071044922,0.84637612104415894,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,532,628,889
4,full_submap,0.5,0,0.5,19468,0.10000002384185791,0.89999997615814209,0.41712727901172364,0.26991833626406175,0.34888890385627747,0.81958168745040894,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1144,1209,1526
5,full_submap,0.5,0,0.5,37192,0.10000002384185791,0.89999997615814209,0.3219500697999359,0.26076361266789599,0.21132607758045197,0.76666665077209473,0.84666663408279419,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,917,1103,1750
6,full_submap,0.5,0,0.5,15915,0.10000002384185791,0.89999997615814209,0.46439852857183367,0.29240423943474592,0.42941176891326904,0.8968626856803894,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1753,2007,2451
7,full_submap,0.5,0,0.5,20265,0.10000002384185791,0.89999997615814209,0.39039968940878161,0.28398265492557739,0.29838526248931885,0.86235290765762329,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1657,1806,2160
8,full_submap,0.5,1,0.65312212705612183,14958,0.10000002384185791,0.89999997615814209,0.47024943434157257,0.30284964842630396,0.44869112968444824,0.89316236972808838,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,2046,2445,2910
9,full_submap,0.5,1,0.72269147634506226,14789,0.10000002384185791,0.89999997615814209,0.46063889966419563,0.29735876861930333,0.42300319671630859,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,2290,2571,2912
10,full_submap,0.5,0,0.5,29652,0.10000002384185791,0.89999997615814209,0.32440571159975667,0.27858316612066897,0.17747947573661804,0.86042225360870361,0.89431536197662354,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,2123,2477,3124
11,full_submap,0.5,1,0.83955550193786621,18009,0.10000002384185791,0.89999997615814209,0.43772867469043508,0.30658471025012263,0.39710500836372375,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,2291,2406,2934
12,full_submap,0.5,1,0.84575968980789185,17766,0.10000002384185791,0.89999997615814209,0.40615819296790689,0.29331228344205079,0.3488541841506958,0.87345963716506958,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1598,1702,2251
13,full_submap,0.5,1,0.72316879034042358,11911,0.10000002384185791,0.89999997615814209,0.53293135620909471,0.28888329027085602,0.57232785224914551,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1977,2108,2430
14,full_submap,0.5,0,0.5,12569,0.10000002384185791,0.89999997615814209,0.4340232858991972,0.29202941939068838,0.37994426488876343,0.89643150568008423,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1356,1477,1805
15,full_submap,0.5,1,0.51986229419708252,25559,0.10000002384185791,0.89999997615814209,0.33623869576032622,0.28448669713580377,0.19682267308235168,0.83955550193786621,0.89813154935836792,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1587,1979,2453
16,full_submap,0.57999998331069946,1,0.72634017467498779,11373,0.10000002384185791,0.89999997615814209,0.53375364107943812,0.29027676712181566,0.57488131523132324,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,1903,2018,2336
17,full_submap,0.57999998331069946,0,0.57999998331069946,35292,0.10000002384185791,0.89999997615814209,0.34550737549655225,0.26437129090443173,0.21272729337215424,0.80385732650756836,0.82727265357971191,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,944,1020,1312
18,full_submap,0.57999998331069946,1,0.79542481899261475,33221,0.10000002384185791,0.89999997615814209,0.40915633276778196,0.28191594333369097,0.3503844141960144,0.86559134721755981,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0.89999997615814209,0,0,2661,2881,3810
