wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099299.700531960,1,1779099299.700531960,1779099299.613154650,1779099299.613154650,1779099299.642987490,1,1779099299.613154650,1779099299.611952066,1779099299.631804943,1779099299.631804943,0,0,1779099299.700531960,1779099299.631804943,,1779099299.631804943,1,0,1779099299.700531960,2.692427383,3.851803130,2.070583811,0.000000000
1779099299.750524044,1,1779099299.750524044,1779099299.663144588,1779099299.663144588,1779099299.682987452,1,1779099299.663144588,1779099299.651780128,1779099299.671789646,1779099299.671789646,0,0,1779099299.750524044,1779099299.671789646,,1779099299.671789646,1,0,1779099299.750524044,2.657572312,3.990742772,2.018806773,0.000000000
1779099299.800532341,1,1779099299.800532341,1779099299.693156242,1779099299.693156242,1779099299.732987642,1,1779099299.693156242,1779099299.691847324,1779099299.711789131,1779099299.711789131,0,0,1779099299.800532341,1779099299.711789131,,1779099299.711789131,1,0,1779099299.800532341,2.638152306,4.056067072,1.992491294,0.000000000
1779099299.850524426,1,1779099299.850524426,1779099299.743153095,1779099299.743153095,1779099299.782987595,1,1779099299.743153095,1779099299.731930971,1779099299.751881123,1779099299.751881123,0,0,1779099299.850524426,1779099299.751881123,,1779099299.751881123,1,0,1779099299.850524426,2.653945408,4.075606848,1.937359578,0.000000000
1779099299.900530577,1,1779099299.900530577,1779099299.763148308,1779099299.763148308,1779099299.822987556,1,1779099299.763148308,1779099299.751881123,1779099299.771956444,1779099299.791782618,0,0,1779099299.900530577,1779099299.791782618,,1779099299.791782618,1,0,1779099299.900530815,2.660615264,4.100056807,1.910731592,0.000000000
1779099299.950462818,1,1779099299.950462818,1779099299.813145638,1779099299.813145638,1779099299.882987499,1,1779099299.813145638,1779099299.811667204,1779099299.831739426,1779099299.831739426,0,0,1779099299.950462818,1779099299.831739426,,1779099299.831739426,1,0,1779099299.950462580,2.619488543,4.253491469,1.859788807,0.000000000
1779099300.000462055,1,1779099300.000462055,1779099299.863178730,1779099299.863178730,1779099299.922987461,1,1779099299.863178730,1779099299.831739426,1779099299.871672153,1779099299.891631365,0,0,1779099300.000462055,1779099299.891631365,,1779099299.891631365,1,0,1779099300.000462055,2.640391790,4.335986084,1.811934928,0.000000000
1779099300.050476551,1,1779099300.050476551,1779099299.913152218,1779099299.913152218,1779099299.982987404,1,1779099299.913152218,1779099299.911746502,1779099299.931656361,1779099299.931656361,0,0,1779099300.050476551,1779099299.931656361,,1779099299.931656361,1,0,1779099300.050476551,2.644660069,4.316297921,1.769951621,0.000000000
1779099300.100540161,1,1779099300.100540161,1779099299.963142872,1779099299.963142872,1779099300.022987604,1,1779099299.963142872,1779099299.931656361,1779099299.971780777,1779099299.991735458,0,0,1779099300.100540161,1779099299.991735458,,1779099299.991735458,1,0,1779099300.100540161,2.616294387,4.441627683,1.730100556,0.000000000
1779099300.150534630,1,1779099300.150534630,1779099300.013150454,1779099300.013150454,1779099300.082987547,1,1779099300.013150454,1779099300.011856556,1779099300.031760693,1779099300.031760693,0,0,1779099300.150534630,1779099300.031760693,,1779099300.031760693,1,0,1779099300.150534630,2.624267782,4.508360162,1.708904035,0.000000000
1779099300.200535774,1,1779099300.200535774,1779099300.063081503,1779099300.063081503,1779099300.132987499,1,1779099300.063081503,1779099300.031760693,1779099300.071918249,1779099300.091599941,0,0,1779099300.200535774,1779099300.091599941,,1779099300.091599941,1,0,1779099300.200535774,2.631648289,4.540909687,1.694504393,0.090449631
1779099300.250554323,1,1779099300.250554323,1779099300.113036633,1779099300.113036633,1779099300.182987452,1,1779099300.113036633,1779099300.111641407,1779099300.131700516,1779099300.131700516,0,0,1779099300.250554323,1779099300.131700516,,1779099300.131700516,1,0,1779099300.250554323,2.621114971,4.605159251,1.679137618,0.623716096
1779099300.300552130,1,1779099300.300552130,1779099300.173161983,1779099300.173161983,1779099300.232987642,1,1779099300.173161983,1779099300.171858788,1779099300.191867590,1779099300.191867590,0,0,1779099300.300552130,1779099300.191867590,,1779099300.191867590,1,0,1779099300.300552368,2.624115788,4.647749312,1.668087746,0.868495385
1779099300.350563049,1,1779099300.350563049,1779099300.213152885,1779099300.213152885,1779099300.282987595,1,1779099300.213152885,1779099300.211961269,1779099300.231787682,1779099300.231787682,0,0,1779099300.350563049,1779099300.231787682,,1779099300.231787682,1,0,1779099300.350563049,2.624803212,4.706374648,1.658927621,0.792239537
1779099300.400471210,1,1779099300.400471210,1779099300.293167114,1779099300.293167114,1779099300.342987537,1,1779099300.293167114,1779099300.291961670,1779099300.311757088,1779099300.311757088,0,0,1779099300.400471210,1779099300.311757088,,1779099300.311757088,1,0,1779099300.400471449,2.624039209,4.737014437,1.650843765,1.000000000
1779099300.450564623,1,1779099300.450564623,1779099300.343178511,1779099300.343178511,1779099300.382987499,1,1779099300.343178511,1779099300.331737041,1779099300.351867437,1779099300.351867437,0,0,1779099300.450564623,1779099300.351867437,,1779099300.351867437,1,0,1779099300.450564623,2.615279757,4.788457113,1.644697884,1.000000000
1779099300.500555992,1,1779099300.500555992,1779099300.413159609,1779099300.413159609,1779099300.442987442,1,1779099300.413159609,1779099300.411850452,1779099300.431751728,1779099300.431751728,0,0,1779099300.500555992,1779099300.431751728,,1779099300.431751728,1,0,1779099300.500555992,2.623132706,4.814557836,1.641514551,1.000000000
1779099300.550561905,1,1779099300.550561905,1779099300.463078737,1779099300.463078737,1779099300.492987633,1,1779099300.463078737,1779099300.451755047,1779099300.471651316,1779099300.471651316,0,0,1779099300.550561905,1779099300.471651316,,1779099300.471651316,1,0,1779099300.550561905,2.620383935,4.871347893,1.643371456,0.754303465
