elapsed_wall,clock,odom_stamp,odom_latency_sec,tracked_pose_stamp,tracked_pose_latency_sec,scan_stamp,scan_age_sec,imu_stamp,imu_age_sec,odom_wheel_stamp,odom_wheel_age_sec,tracked_to_odom_stamp_delta_sec,frame_id,child_frame_id,x,y,z,yaw
2.4523171350001576,1779099286.5505908,1779099286.5505908,0.0,1779099286.5505908,0.0,1779099286.5540845,-0.003493785858154297,1779099286.5525956,-0.002004861831665039,1779099286.5518885,-0.0012977123260498047,0.0,map,base_link,-0.0001821578738266352,-0.0011534559816661607,0.0,-0.0004926087476672408
2.484437570999944,1779099286.5754826,1779099286.5754826,0.0,1779099286.5754826,0.0,1779099286.5741875,0.0012950897216796875,1779099286.5826077,-0.007125139236450195,1779099286.5718584,0.0036242008209228516,0.0,map,base_link,-0.003651868461524771,0.0019093890286316,0.0,-0.0038958496826726114
2.549574315999962,1779099286.6504962,1779099286.6504962,0.0,1779099286.6504962,0.0,1779099286.6541526,-0.0036563873291015625,1779099286.6526341,-0.002137899398803711,1779099286.6516507,-0.0011544227600097656,0.0,map,base_link,-0.011304043241455567,-0.0001344429096984932,0.0,-0.0029793977243393133
2.6030694729997776,1779099286.7005587,1779099286.7005587,0.0,1779099286.7005587,0.0,1779099286.7040715,-0.003512859344482422,1779099286.702652,-0.0020933151245117188,1779099286.6918166,0.008742094039916992,0.0,map,base_link,-0.008562000719087207,0.0017765767361223237,0.0,-0.00318962787160622
2.6451981359996353,1779099286.7505472,1779099286.7254739,0.02507328987121582,1779099286.7254739,0.02507328987121582,1779099286.7241387,0.02640843391418457,1779099286.7426658,0.007881402969360352,1779099286.731795,0.018752098083496094,0.0,map,base_link,-0.009495196288581403,0.005665084173044283,0.0,-0.0033186212181711278
2.699591992999558,1779099286.800522,1779099286.800522,0.0,1779099286.800522,0.0,1779099286.8040173,-0.0034952163696289062,1779099286.802656,-0.0021338462829589844,1779099286.7919893,0.00853276252746582,0.0,map,base_link,-0.006314151430621553,-0.0020531660953495407,0.0,-0.002800961927588549
2.752875423999285,1779099286.8505614,1779099286.8505614,0.0,1779099286.8505614,0.0,1779099286.8541758,-0.0036144256591796875,1779099286.8526332,-0.002071857452392578,1779099286.85167,-0.0011086463928222656,0.0,map,base_link,-0.00909906962043243,-0.0011446407986388336,0.0,-0.0024861519968144958
2.7845403479996094,1779099286.8754718,1779099286.8754718,0.0,1779099286.8754718,0.0,1779099286.8741639,0.0013079643249511719,1779099286.8826342,-0.007162332534790039,1779099286.866645,0.008826732635498047,0.0,map,base_link,-0.007077365319739145,0.008181222109638578,0.0,-0.003729350689642006
2.8490892390000226,1779099286.950466,1779099286.950466,0.0,1779099286.950466,0.0,1779099286.9541755,-0.003709554672241211,1779099286.952659,-0.002192974090576172,1779099286.9516332,-0.00116729736328125,0.0,map,base_link,-0.009298565515165908,0.004350815916054487,0.0,-0.004481831928586559
2.9025343679995785,1779099287.000478,1779099287.000478,0.0,1779099287.000478,0.0,1779099287.004197,-0.003718852996826172,1779099287.0026758,-0.002197742462158203,1779099286.991632,0.008846044540405273,0.0,map,base_link,-0.008098689857486475,-0.0037446201276675967,0.0,-0.004353457488942772
