stamp,rt_correlative_score,ceres_final_cost,translation_residual,rotation_residual,num_filtered_points,was_outlier,inserted_to_submap,num_insertion_submaps,pose_prediction_x,pose_prediction_y,pose_prediction_yaw,pose_estimate_x,pose_estimate_y,pose_estimate_yaw
639049412035580589,nan,nan,0,0,203,0,1,1,0,0,-1.2288753998765385e-17,0,0,-1.2288753998765385e-17
639049412035780397,nan,350.9483639061732,0.0322895575012664,0.0071062513441702124,201,0,0,0,0,0,1.1983496877101943e-14,-0.025580210846717251,0.01970452579142869,-0.0071062513441582289
639049412035980218,nan,333.60385534565972,0.012609692088041051,0.0030949161392167341,200,0,0,0,-0.051162086004878524,0.039410333607777751,-0.0071062513441578551,-0.039673250401658186,0.034213123679616118,-0.010201167483374589
639049412036281017,nan,349.38923129526944,0.042063621728396061,0.0022771889004888461,202,0,0,0,-0.060888098716333217,0.056053529523691019,-0.010201167483373977,-0.030392937070082015,0.027081242953960229,-0.0079239785828851307
639049412036580701,nan,326.37239665499828,0.0038557358448915013,0.00081154427131882242,201,0,0,0,-0.021147023950490285,0.019975798642684395,-0.0079239785828946127,-0.022017890839628573,0.01621969830230692,-0.0071124343115757903
639049412036779843,nan,325.96716692141308,0.0037070569987071558,0.00061851781435277083,212,0,0,0,-0.01645261723000991,0.0090021300470128664,-0.0071124343115739445,-0.020156794150204927,0.0088560309862415441,-0.0064939164972211737
639049412037085356,nan,331.72530530750419,0.01957046778828465,0.00036764577836434498,204,0,0,0,-0.017301599199486914,-0.0024409133687065907,-0.0064939164972119467,-0.022488304139161301,0.016429733184102471,-0.0068615622755762917
639049412037280642,nan,345.26064468991939,0.005988679307415719,0.0011650091507538181,204,0,0,0,-0.023978621276904487,0.021270895450230164,-0.0068615622755762726,-0.027853145191735589,0.016704458734313574,-0.0080265714263300907
639049412037580746,nan,343.81244216440803,0.0088004976259212202,0.00010220626690890522,202,0,0,0,-0.03609751631532742,0.017126640746954278,-0.0080265714263301167,-0.027300806375848526,0.017384812597701565,-0.008128777693239022
639049412037780662,nan,331.09608022281594,0.0062543223102912706,0.001612420420423295,216,0,0,0,-0.026932862707264041,0.017838034224048012,-0.0081287776932379204,-0.022044850120971939,0.013936255076369721,-0.0065163572728146255
639049412038080899,nan,327.53107596509665,0.0087619433166871274,4.5343368810187024e-05,200,0,0,0,-0.014151372169755518,0.0087571570325307643,-0.0065163572728152222,-0.020030095981303276,0.015254253078640874,-0.0065617006416254092
639049412038280923,nan,322.34352103952239,0.0030021527239965473,0.00025757122619573039,214,0,0,0,-0.01868782576799484,0.016132330172424401,-0.0065617006416253789,-0.019942926126853541,0.013405125730620918,-0.0063041294154296485
639049412038580809,nan,343.5283447448752,0.014265098870687167,0.0025144832187679825,203,0,0,0,-0.019812236714725432,0.010632821387700508,-0.0063041294154296736,-0.02942941260116504,0.021168616268000942,-0.0088186126341976562
639049412038780873,nan,348.20971385621999,0.012719345061717534,0.00047955821118661306,203,0,0,0,-0.035758165627303828,0.026347900965754078,-0.0088186126341973231,-0.029182852036966592,0.015459972329518228,-0.0083390544230107101
639049412039080952,nan,343.96886753326379,0.0049794752997067392,0.00018359849340202246,200,0,0,0,-0.028813032141612575,0.0068974915013034835,-0.0083390544230087689,-0.026966012398654787,0.011521741962677053,-0.0081554559296067464
639049412039280843,nan,325.38705898034812,0.009474011057043057,0.0014382816747653725,215,0,0,0,-0.025489313622193307,0.0088983767613192467,-0.0081554559296068019,-0.021888775189586838,0.017661538776499491,-0.0067171742548414294
639049412039580899,nan,341.00287987546756,0.014284277341209038,0.00096053594639325737,201,0,0,0,-0.014267344069605985,0.026877976098681609,-0.0067171742548401631,-0.024711966770991241,0.01713372467611016,-0.0076777102012334205
639049412039780759,nan,342.95419509820101,0.0088575064187508025,0.0025282266936360676,205,0,0,0,-0.026592425983469857,0.016782160547734751,-0.007677710201233345,-0.018051085132985423,0.014436757291563752,-0.0051494835075972774
639049412040084514,nan,339.75998829471081,0.014132615347880569,0.0021192263874226531,213,0,0,0,-0.007927618196367503,0.010337801382963261,-0.005149483507597326,-0.021017536397459964,0.015665545564120774,-0.0072687098950199791
639049412040280963,nan,328.2446355374372,0.0026639341561749486,0.00022255566572688089,202,0,0,0,-0.02293604435438169,0.016460245988329607,-0.0072687098950199756,-0.025508751069092211,0.017151422773616073,-0.0070461542292930947
639049412040581019,nan,343.06711677386573,0.0054037981091295982,0.0012186156715892401,216,0,0,0,-0.032368627726704541,0.019420950090997795,-0.007046154229296709,-0.027849085306394246,0.022383173970998829,-0.0082647699008859491
639049412040780938,nan,342.21449511751086,0.0054215470826728283,0.00078657495289981456,209,0,0,0,-0.029408385171710006,0.02586894485253282,-0.0082647699008859283,-0.024494737161920049,0.023577823728383018,-0.0074781949479861137
639049412041081359,nan,333.53825546825993,0.009237647469445321,6.9385481007688474e-05,215,0,0,0,-0.019454112589412771,0.025373040164855368,-0.0074781949479861467,-0.023187798671699997,0.016923559766115797,-0.0075475804289938352
639049412041282477,nan,340.01356845597394,0.0075423684410797194,0.00087030957504003869,213,0,0,0,-0.022312863646265436,0.012468837028480083,-0.007547580428993836,-0.029016326923070327,0.01592584466479267,-0.0084178900040338747
639049412041580739,nan,322.64662063181163,0.012282312043736962,0.00041244673141824229,206,0,0,0,-0.037660150416294294,0.014446213296387862,-0.0084178900040389453,-0.025712571712109583,0.017294116427998555,-0.008005443272620703
639049412041781362,nan,332.04429265988188,0.0028085695953464131,4.9102807121954861e-05,213,0,0,0,-0.023490333271783369,0.018214470968468524,-0.0080054432726206805,-0.026068971456178657,0.017101507228770376,-0.0080545460797426353
639049412042081262,nan,341.3845166070372,0.0057607996673503916,0.0017294378895782083,216,0,0,0,-0.026601733319206899,0.016813586607263713,-0.0080545460797427706,-0.031285764568162504,0.020167191244985904,-0.009783983969320979
639049412042281163,nan,334.1827517647593,0.0087858617579186105,0.0018445178479808005,201,0,0,0,-0.03476306420096905,0.022210650066344692,-0.0097839839693209894,-0.026151759151539489,0.020468010638658728,-0.0079394661213401888
639049412042580361,nan,342.20439563476526,0.014475341322930192,0.00083331608909303564,220,0,0,0,-0.01846753469722074,0.02091825631500913,-0.0079394661213403692,-0.028540218736704273,0.031314243168409056,-0.0087727822104334049
639049412042781015,nan,333.16372432440312,0.015102185779277754,0.00013638997344189718,217,0,0,0,-0.030142014101652081,0.038588155233411234,-0.008772782210433417,-0.02859924094292066,0.023564977597088182,-0.0086363922369915198
639049412043080797,nan,334.41620343023914,0.0039637438656670047,0.00013521308563626232,202,0,0,0,-0.028687421567398421,0.011987384668456237,-0.0086363922369918061,-0.028726105312157791,0.015950939764642513,-0.0085011791513555438
639049412043280769,nan,337.85313796093646,0.0051195571067852016,0.00034223470167893053,213,0,0,0,-0.028810731212462304,0.0108719344426758,-0.0085011791513533216,-0.028264397259458899,0.01596225704359517,-0.0088434138530322521
639049412043585152,nan,341.80207301001872,0.0068448164528367187,0.0010851449073031429,212,0,0,0,-0.027561618459403657,0.015979483391881162,-0.0088434138530331559,-0.024858282728447905,0.022267844720459711,-0.007758268945730013
639049412043781141,nan,334.94426578018903,0.010866131774957559,0.00057936224680227993,214,0,0,0,-0.022665121543958909,0.026327946050694988,-0.0077582689457300217,-0.02252732652399168,0.015462688010353077,-0.0071789066989277417
639049412044081362,nan,339.73569462587773,0.015637633335208713,0.0020519018233943927,200,0,0,0,-0.018956707751213348,0.0050383736219694226,-0.0071789066989284174,-0.029601462089438878,0.016493712176776937,-0.0092308085223228101
639049412044281419,nan,339.90536642529679,0.007353331216751185,0.0010064922422364456,201,0,0,0,-0.034315423933602582,0.017180751396759078,-0.0092308085223122838,-0.026991481696719371,0.017837523879469495,-0.0082243162800758381
639049412044582244,nan,342.3489642419965,0.0044944491647115241,6.774777776713363e-05,220,0,0,0,-0.023066863454719113,0.019858208761590532,-0.0082243162800766483,-0.027419424983374345,0.018737815333616882,-0.0081565685023095146
639049412044781037,nan,343.33860621085279,0.0028004282483144859,0.0012775724035919978,210,0,0,0,-0.027702221060109996,0.019332751389610638,-0.0081565685023060712,-0.030497027618614145,0.019510106047006301,-0.0094341409058980689
639049412045082574,nan,329.29409296382534,0.0079888691409710014,0.00097709825121750603,211,0,0,0,-0.035165255704222312,0.020681546816265304,-0.0094341409058997811,-0.02719466928070436,0.021221715509166017,-0.0084570426546822751
639049412045280258,nan,333.92380903291792,0.0065976095931791238,3.5414805611241884e-05,221,0,0,0,-0.025029683207116848,0.022343825913254341,-0.008457042654681949,-0.02688364930950287,0.01601205980613914,-0.0084924574602931908
639049412045580633,nan,330.16808592207161,0.0060224859222508028,0.0012556642990296657,217,0,0,0,-0.026411063648297879,0.0080961418168395589,-0.0084924574602931648,-0.022054612996410903,0.012254467730158841,-0.0072367931612634991
639049412045780398,nan,323.23309997669395,0.010974698074468109,0.00098471801334660755,214,0,0,0,-0.018843052649894658,0.0097554735360408078,-0.0072367931612586107,-0.026428328925322285,0.017686903523827929,-0.0082215111746052182
639049412046081316,nan,342.59634648029612,0.0073208298116182874,0.00085012941491915441,213,0,0,0,-0.033016719533767988,0.025870107359130985,-0.008221511174607031,-0.030299553508485875,0.019072199010106879,-0.0090716405895261854
