elapsed_wall,clock,odom_stamp,odom_latency_sec,tracked_pose_stamp,tracked_pose_latency_sec,scan_stamp,scan_age_sec,imu_stamp,imu_age_sec,odom_wheel_stamp,odom_wheel_age_sec,tracked_to_odom_stamp_delta_sec,frame_id,child_frame_id,x,y,z,yaw
2.5067473709996193,1779099286.575578,1779099286.575578,0.0,1779099286.575578,0.0,1779099286.5741875,0.0013904571533203125,1779099286.5826077,-0.00702977180480957,1779099286.5718584,0.0037195682525634766,0.0,map,base_link,-0.0001821578738266352,-0.0011534559816661607,0.0,-0.0005941337174873882
2.5608071899996503,1779099286.6256254,1779099286.6256254,0.0,1779099286.6256254,0.0,1779099286.6241357,0.0014896392822265625,1779099286.6326268,-0.007001399993896484,1779099286.6317568,-0.006131410598754883,0.0,map,base_link,-0.01247589147079555,-0.001207180494182992,0.0,-0.002398608536054577
2.6036639899994043,1779099286.6755896,1779099286.6755896,0.0,1779099286.6755896,0.0,1779099286.674077,0.0015125274658203125,1779099286.6726413,0.002948284149169922,1779099286.6717393,0.003850221633911133,0.0,map,base_link,-0.012335988939763343,0.002791339170005144,0.0,-0.0036202877127405934
2.656963294999514,1779099286.7255638,1779099286.725564,-2.384185791015625e-07,1779099286.725564,-2.384185791015625e-07,1779099286.7241387,0.001425027847290039,1779099286.7326624,-0.007098674774169922,1779099286.731795,-0.0062313079833984375,0.0,map,base_link,-0.013361150516649024,0.0008299701486380606,0.0,-0.003821197260382552
2.7093260450001253,1779099286.77562,1779099286.77562,0.0,1779099286.77562,0.0,1779099286.7741222,0.0014977455139160156,1779099286.782659,-0.007039070129394531,1779099286.7718096,0.003810405731201172,0.0,map,base_link,-0.01025740781897029,-0.0006035750697053445,0.0,-0.004928524344195076
2.7529095629997755,1779099286.8255725,1779099286.8255725,0.0,1779099286.8255725,0.0,1779099286.8241591,0.0014133453369140625,1779099286.8226526,0.002919912338256836,1779099286.8118932,0.013679265975952148,0.0,map,base_link,-0.008209341741753763,-0.003840883499186652,0.0,-0.0034066712926188957
2.8054394709997723,1779099286.8755646,1779099286.8755646,0.0,1779099286.8755646,0.0,1779099286.8741639,0.0014007091522216797,1779099286.8726306,0.002933979034423828,1779099286.866645,0.008919477462768555,0.0,map,base_link,-0.01609996409083713,-0.0038221093581488853,0.0,-0.002468097723168084
2.858756347000053,1779099286.9255464,1779099286.9255464,0.0,1779099286.9255464,0.0,1779099286.924205,0.0013413429260253906,1779099286.932652,-0.007105588912963867,1779099286.9318454,-0.006299018859863281,0.0,map,base_link,-0.011058427333400735,0.0026865105435213777,0.0,-0.003787719709496895
2.9121896429996923,1779099286.9755332,1779099286.9755332,0.0,1779099286.9755332,0.0,1779099286.9741423,0.0013909339904785156,1779099286.982669,-0.007135868072509766,1779099286.9716413,0.0038919448852539062,0.0,map,base_link,-0.011874574968435976,-0.0009026388889183802,0.0,-0.0036352950478153044
2.9573244969997177,1779099287.025544,1779099287.025544,0.0,1779099287.025544,0.0,1779099287.0241745,0.001369476318359375,1779099287.0326853,-0.0071413516998291016,1779099287.0316525,-0.006108522415161133,0.0,map,base_link,-0.011907935393057408,-0.0016438480974407283,0.0,-0.003107479686016994
