now_sec,tracked_pose_stamp,odom_stamp,stamp_delta_sec,x,y,yaw,use_sim_time
1779099291.200547934,1779099291.200547695,1779099291.200547695,0.000000000,-0.007959454,-0.001118652,-0.003283545,1
1779099291.250549555,1779099291.250549316,1779099291.250549316,0.000000000,-0.014976556,0.000952563,-0.003172305,1
1779099291.300513506,1779099291.300513506,1779099291.300513506,0.000000000,-0.009766674,0.000486378,-0.003883874,1
1779099291.350523710,1779099291.350523472,1779099291.350523472,0.000000000,-0.008370445,-0.003867905,-0.003209877,1
1779099291.400515795,1779099291.400515795,1779099291.400515795,0.000000000,-0.006471805,0.009390613,-0.002913615,1
1779099291.450547695,1779099291.450547695,1779099291.450547695,0.000000000,0.020899264,-0.000088691,0.002323905,1
1779099291.500513792,1779099291.500513792,1779099291.500513792,0.000000000,0.041146915,0.003482916,0.004366874,1
1779099291.550513744,1779099291.550513744,1779099291.550513744,0.000000000,0.077736475,0.000853022,0.005630959,1
1779099291.600579262,1779099291.600579500,1779099291.600579500,0.000000000,0.121756287,-0.005141685,0.006454373,1
1779099291.650573492,1779099291.650573492,1779099291.650573492,0.000000000,0.142957812,0.005317215,0.008654179,1
1779099291.700540066,1779099291.700540304,1779099291.700540304,0.000000000,0.175786356,-0.001672591,0.014827846,1
1779099291.750516653,1779099291.750516653,1779099291.750516653,0.000000000,0.216476346,0.006599871,0.014390973,1
1779099291.800546408,1779099291.800546408,1779099291.800546408,0.000000000,8.278655498,2.826861959,-2.892614152,1
1779099291.850552082,1779099291.850552082,1779099291.850552082,0.000000000,8.228114202,2.819030236,-2.895506229,1
1779099291.900539637,1779099291.900539637,1779099291.900539637,0.000000000,8.186194829,2.810138185,-2.896099142,1
1779099291.950519085,1779099291.950518847,1779099291.950518847,0.000000000,8.149205559,2.805436259,-2.897453034,1
1779099292.000518799,1779099292.000518799,1779099292.000518799,0.000000000,8.096213580,2.789293160,-2.903531110,1
1779099292.050518990,1779099292.050518990,1779099292.050518990,0.000000000,8.057726203,2.782179944,-2.905430002,1
1779099292.100573540,1779099292.100573540,1779099292.100573540,0.000000000,8.024931895,2.777243743,-2.911872103,1
1779099292.175523281,1779099292.175523281,1779099292.175523281,0.000000000,7.935696719,2.766371105,-2.921042625,1
1779099292.200524569,1779099292.200524807,1779099292.200524807,0.000000000,7.912651353,2.762991215,-2.922203526,1
1779099292.250523329,1779099292.250523567,1779099292.250523567,0.000000000,7.888618260,2.752980085,-2.927287012,1
1779099292.325523615,1779099292.325523615,1779099292.325523615,0.000000000,7.784829592,2.745945331,-2.937359823,1
1779099292.350578547,1779099292.350578308,1779099292.350578308,0.000000000,7.760049555,2.742940593,-2.938417251,1
1779099292.400584221,1779099292.400583982,1779099292.400583982,0.000000000,7.766132840,2.739387931,-2.945746096,1
1779099292.475529194,1779099292.475529194,1779099292.475529194,0.000000000,7.633715795,2.720005434,-2.961078285,1
1779099292.500523090,1779099292.500522852,1779099292.500522852,0.000000000,7.608941882,2.718016614,-2.971394088,1
1779099292.575520277,1779099292.575520515,1779099292.575520515,0.000000000,7.571684605,2.731370138,-2.981643907,1
1779099292.600520611,1779099292.600520611,1779099292.600520611,0.000000000,7.553448608,2.726208600,-2.992486208,1
1779099292.650512934,1779099292.650512695,1779099292.650512695,0.000000000,7.424696841,2.709676784,-3.000962724,1
1779099292.725530148,1779099292.725530148,1779099292.725530148,0.000000000,7.419619934,2.719106332,-3.022447106,1
1779099292.750537634,1779099292.750537634,1779099292.750537634,0.000000000,7.391755441,2.724483397,-3.068342942,1
1779099292.825568914,1779099292.825568914,1779099292.825568914,0.000000000,7.320480029,2.724587410,-3.072089690,1
1779099292.850563288,1779099292.850563288,1779099292.850563288,0.000000000,7.327177935,2.729764936,-3.076605728,1
1779099292.900558233,1779099292.900558472,1779099292.900558472,0.000000000,7.246920122,2.730430309,-3.094356659,1
1779099292.975537062,1779099292.975537062,1779099292.975537062,0.000000000,7.177677723,2.736584473,-3.118564322,1
1779099293.000533342,1779099293.000533342,1779099293.000533342,0.000000000,7.176187464,2.744877580,-3.125596173,1
1779099293.050567389,1779099293.050567389,1779099293.050567389,0.000000000,7.110366556,2.747051529,3.140591509,1
1779099293.125528812,1779099293.125528812,1779099293.125528812,0.000000000,7.028245542,2.758918577,3.123968220,1
1779099293.150581598,1779099293.150581598,1779099293.150581598,0.000000000,7.035681241,2.764809233,3.115128495,1
1779099293.200553894,1779099293.200554132,1779099293.200554132,0.000000000,6.995198236,2.763080533,3.097077285,1
1779099293.275534630,1779099293.275534391,1779099293.275534391,0.000000000,6.907683408,2.770165357,3.079478202,1
1779099293.300545454,1779099293.300545454,1779099293.300545454,0.000000000,6.900834436,2.784204627,3.071425638,1
1779099293.350539684,1779099293.350539684,1779099293.350539684,0.000000000,6.852104864,2.795272595,3.055032355,1
1779099293.425552130,1779099293.425552130,1779099293.425552130,0.000000000,6.767221998,2.815199413,3.030141545,1
1779099293.450531006,1779099293.450531006,1779099293.450531006,0.000000000,6.804186576,2.809163181,3.023474281,1
1779099293.500571966,1779099293.500571966,1779099293.500571966,0.000000000,6.716567011,2.832108391,2.998039017,1
1779099293.575537205,1779099293.575537205,1779099293.575537205,0.000000000,6.627320205,2.857099945,2.979414874,1
1779099293.600538969,1779099293.600538969,1779099293.600538969,0.000000000,6.663994810,2.859020102,2.965527983,1
1779099293.650547266,1779099293.650547266,1779099293.650547266,0.000000000,6.583786105,2.875254515,2.940291388,1
1779099293.700546503,1779099293.700546503,1779099293.700546503,0.000000000,6.547399363,2.893866666,2.931419612,1
1779099293.750536203,1779099293.750536203,1779099293.750536203,0.000000000,6.518676801,2.910913522,2.915982601,1
1779099293.800568104,1779099293.800567865,1779099293.800567865,0.000000000,6.441869829,2.920701525,2.900909993,1
1779099293.850561142,1779099293.850561142,1779099293.850561142,0.000000000,6.417697913,2.935075948,2.895233899,1
1779099293.925564766,1779099293.925564528,1779099293.925564528,0.000000000,6.341711215,2.958544229,2.867510445,1
1779099293.950553417,1779099293.950553417,1779099293.950553417,0.000000000,6.336218672,2.965853903,2.863100306,1
1779099294.000494957,1779099294.000494719,1779099294.000494719,0.000000000,6.300753929,2.995439720,2.859179378,1
1779099294.050533533,1779099294.050533533,1779099294.050533533,0.000000000,6.251749580,3.003171311,2.853997362,1
1779099294.100502729,1779099294.100502729,1779099294.100502729,0.000000000,6.199336607,3.004016006,2.843765905,1
1779099294.150554419,1779099294.150554419,1779099294.150554419,0.000000000,6.165204555,3.031732610,2.834524136,1
1779099294.200532436,1779099294.200532436,1779099294.200532436,0.000000000,6.113725271,3.053206472,2.831897886,1
1779099294.250647783,1779099294.250647783,1779099294.250647783,0.000000000,6.069559197,3.059113357,2.822973568,1
1779099294.325584412,1779099294.325584412,1779099294.325584412,0.000000000,6.017716317,3.094103137,2.818425176,1
1779099294.350553036,1779099294.350553036,1779099294.350553036,0.000000000,6.005792746,3.101728397,2.815491169,1
1779099294.400580645,1779099294.400580645,1779099294.400580645,0.000000000,5.940197579,3.112463735,2.806067501,1
1779099294.475531340,1779099294.475531340,1779099294.475531340,0.000000000,5.886330551,3.145430014,2.801839901,1
1779099294.500558615,1779099294.500558615,1779099294.500558615,0.000000000,5.864502077,3.148702376,2.797368382,1
1779099294.550543547,1779099294.550543547,1779099294.550543547,0.000000000,5.830041704,3.163234859,2.794621184,1
1779099294.600537062,1779099294.600537062,1779099294.600537062,0.000000000,5.785642457,3.184445485,2.788459453,1
1779099294.675531626,1779099294.675531626,1779099294.675531626,0.000000000,5.719745078,3.206434783,2.784730115,1
